"Message","Status","Department"
"bpk gubernur yth.. mohon untuk ditinjau lagi bantuan PKH karna menurut saya warga setempat tidak tepat sasaran,,mohon juga untuk dijelaskan orang yg berhak mendapat bantuan PKH dengan latar belakang seperti apa?? terima kasih","Selesai","DINAS SOSIAL"
"Asalamualaikum Pa saya mau menanyakan dengan EKTP untuk brebes Kayanya berapa lama lagi ya mendapatkanya Masa harus suket terus untuk mendapatkan EKTP","Selesai","DINAS PEMBERDAYAAN MASYARAKAT, DESA, KEPENDUDUKAN DAN PENCATATAN SIPIL"
"Pak datang ke desa saya,desa tengguli kecamatan tanjung brebes,jalanya rusak","Selesai","Kabupaten Brebes"
"asalamulaikum wr. wb pagi Pak. Gubernur Ganjar Pranowo saya mohon kepada Pak. Gubernur supaya melakukan sidak di kec. Tanjung saya sendiri merasa kecewa dengan ktp saya yg blm jadi jadi... mereka bilang 1 bln ke kecamatan setelah satu bln saya temuin ternyata berubah lgi,, saya turutin suruh ke dukcapil Brebes. setelah dari dukcapil Brebes suruh nunggu lgi 1 bln nah.. skrng saya abis dari kecamatan tanjung,, kata nya 1 bln lgi.. saya seolah olah merasa di kerjain Pak. Gubernur kira kira betul tidak ya proses nya seperti itu???? mohon bantuannya dari pak. Gubernur terimakasih.","Selesai","DINAS PEMBERDAYAAN MASYARAKAT, DESA, KEPENDUDUKAN DAN PENCATATAN SIPIL"
"Assalamualaikum bapak Ganjar Pranowo selaku gubernur Jawa tengah yg saya cintai Kami rakyat desa Wadas gumantung kelurahan kutamendala kecamatan Tonjong kabupaten Brebes Mohon kpd bapak Ganjar Pranowo bila melihat postingan saya agar meninjau kembali jembatan ini Karena sdh 2tahun belum ada perbaikan dari pemerintah kabupaten juga pemerintah daerah provinsi kasihan anak-anak yang sekolah harus menyebrangi 2sungai apalagi kalo banjir Ini sudah sangat memprihatinkan buat generasi yg butuh pendidikan","Selesai","DINAS PEKERJAAN UMUM BINA MARGA CIPTA KARYA"
"Alamat sore pak...sy ortu murid dari desa Tembelang kecamatan Jatibarang kabupaten Brebes ..MW bertanya masalah kartu KIP ...apakah kartu KIP itu sudah berpungsi....anak sy dapet kartu KIP dari mulai SD sampe skr udah SMP belum ada dana atau apapun atau pemberitahuan dari pemerintah setempat...kaya kartu mati gletak tok di laci...mohon penjelasanya...tks","Selesai","DINAS PENDIDIKAN DAN KEBUDAYAAN"
"Gang kuburan rt/rw 05/04 deket pesantren desa siandong janda merawat cucunya yg yatim ditinggal ibunya meninggal","Selesai","DINAS PERUMAHAN RAKYAT DAN KAWASAN PERMUKIMAN"
"Jln ponpes al_karomah rt/rw 05/04","Selesai","DINAS PERUMAHAN RAKYAT DAN KAWASAN PERMUKIMAN"
"Sampe kapan ea jembatan kembeng desa Wadas gumantung spt ini udah 2thn gk dan perubahan sedangkan pak Ganjar Pranowo sbg gubernur udah 2priode dg kata lain 6th memimpin Jawa tengah apa di daerah kami tak bisa sejahtera kasihan generasi yg sedang mencari ilmu Krn harus melalui sungai yg TDK ada jembatan nya","Selesai","DINAS PEKERJAAN UMUM BINA MARGA CIPTA KARYA"
"Udah jadi pa Kemaren pas aku aploud keesokan harinya jadiOya kan kemaren ada program sertifikat gratis Yang belum punya akte ataw sertifikat itu sebenerya di pungut biyaya apa tida ya Soalya di kususnya daerah brebes kec bulakamba Banyak yang mengeluhkan kena biayaya","Selesai","Kanwil BPN Provinsi Jawa Tengah"
"Tindak penipuan oleh Oknum PNS pemda Brebes","Selesai","Kabupaten Brebes"
"jl.gotong royong 2 rt 03 rw 04 semoga di perbaiki","Selesai","DINAS PERUMAHAN RAKYAT DAN KAWASAN PERMUKIMAN"
"Lapor Gub, pengecoran jalan patuguran bumiayu macet total, 2 jam lebih kendaraan berheti, kemacetan dr ajibarang sampai bumiayu","Selesai","DINAS PERHUBUNGAN"
"Assalamualaikum Bapak Gubernur yang kami hormati, sebelumnya saya mohon maaf mengganggu, Saya punya mobil kia visto nopol G 9394 SG atas nama Istri saya Siti Khumayah sdh saya Blokir, tapi Blokir bisa di buka di Magelang tanpa seijin kami, apakah itu di perbolehkan dengan alasan punya Regulasi buka Blokir. Kami mhn penjelasannya, trims. NB : Kami sdh konfirmasi dgn Bapak Toni (kasi pajak prov) maaf kalau tdk salah, tapi sampai sekarang blm ada kejelasan dan penyelesaiannya.","Selesai","BADAN PENGELOLA PENDAPATAN DAERAH"
"Maaf Pak @ganjar_pranowo out of the topic, jalur tengah Jateng-Jabar area Songgom Brebes jalan betonnya rusak parah pak, kemarin mudik ad 3 mobil sedan yg bermasalah roda bannya, jika untuk lewat motor sangat berbahaya Pak. Trmksh, mohon atensinya Pak.","Selesai","DINAS PEKERJAAN UMUM BINA MARGA CIPTA KARYA"
"Asslamualaikum, Pak @ganjar_pranowo semoga bpk dan keluarga di beri kesahatan selalu, Amin. Pak saya asli dari banyumas. Sy pengguna setia jalan pantura, kalau sy pulang dari jkt ke kampung pasti lewat jalan losari, terus lewat brebes, bumiayu. Pak mohon di bantu untuk perbaikan jalan dari arah losari yg menuju ke tegal, jalannya sudah banyak yg berlubang, dan dari arah brebes ke bumiayu sepanjang jalan singgom itu juga ga kalah parah pak rusaknya. Kalau jalan malem naik motor jujur sangat ngeri pak. Mohon maaf pak sy tidak tahu ini kewenangan siapa untuk perbaika jalannya, jadinya sy laporan ke bapak. Terimakasih. Salam Satu Aspal","Selesai","Kabupaten Brebes"
"Pak ngapunten, mau tanya jalan provinsi yang menuju dan melewati bumiayu kapan diperbaiki ya pak? Sebentar lagi lebaran pak. Ngiri sama jalan kab banyumas yg diperbaiki terus trus dicor2 sana sini. Brebesmah sepi. Ga ada perbaikan.","Selesai","DINAS PEKERJAAN UMUM BINA MARGA CIPTA KARYA"
"Saya Mahasiswa tidak mampu bermaksud mengajukan persyaratan untuk program Bidik Misi dari dana APBN 2 Kabupaten Brebes. Hampir semua persyaratan sudah saya lengkapi termasuk Surat Keterangan Tidak Mampu (SKTM) yang sudah ditanda tangani Desa dan Kecamatan. Namun saat pengajuan untuk meminta tanda tangan Dinsos Brebes, pengajuan saya ditolak dengan alasan saya datang dari keluarga mampu. Padahal sudah ada keterangan dari Desa hingga Kecamatan bahwa saya adalah orang tidak mampu. Saya mohon kejelasan secepatnya masalah ini, karena periode pengumpulan persyaratan Bidik Misi Kabupaten tidak lama lagi ditutup.","Selesai","DINAS SOSIAL"
"@ganjar_pranowo pak. kpan mau jalan"" ke objek wisata kali gua kec.paguyangan kab.brebes, disitu surga alam yg trsimpan dan kurang tersentuh tangan pemerintah. akses jalan susah bnyak yg rusak. tolong yah pak. mohon pantauannya dan di perhatikan . Thk","Selesai","Kabupaten Brebes"
"Pak tolong dong jangan ada pengemis di.jawa temgah udh gtu pengemisnya maksa maksa kita sebagai pengusha yg jauh merasa risih jualan di tegal aplgi brebes klu ditung itu pengemiz Da 20 org satu hari aduhh tekor deh pak","Selesai","DINAS SOSIAL"
"Pak ganjar mohon maaf walau sy warga bogor sekarang tp saya kadang kalau pulang kampung sangat prihatin dg kampung saya yg berada di perbatasan jabar dan jateng kampung saya masuk wilayah jateng tp jalan nya rusak parah sementara pertanian di kampung saya sangat maju tp jalan nya tolong dong pak gubernur perhatiin kemarin suara total ke bapak juga desanya nama nya desa sarireja kecamatan tanjung kabupaten brebes terima kasih semoga di baca sama pak gubernur yg kami cintai","Selesai","Kabupaten Brebes"
"Pa saya mau bikin e KTP udah 2 tahun ga jadi-jadi alasannya ga ada belangko apa benar pa,? atau kecamatan Nya yang bermasalah .... Tolong di bantu pa","Selesai","DINAS PEMBERDAYAAN MASYARAKAT, DESA, KEPENDUDUKAN DAN PENCATATAN SIPIL"
"pak gub sy guru honorer ngajar d smk swasta, sesuai uu kewengan sma smk ditarik ke provinsi. apakah tidak ada program ksejahteraan untk guru honorer di swasta?? knpa hanya guru honorer yg d negeri yg dpat UMP JATENG??","Selesai","DINAS PENDIDIKAN DAN KEBUDAYAAN"
"assalamualaikum Bpk gubernur maaf mengganggu, laporan keluhan saya pada hari minggu tanggal 21 april 2019 jam 22:23:14 wib dan sdh di disposisikan ke Bidang keuangan dan aset pada hari senin tanggal 22 april 2019 jam 08.15 wib, sampai sekarang kok blm ada penjelasan dan jawaban.","Selesai","BADAN PENGELOLA PENDAPATAN DAERAH"
"Tolong jalanan sepanjang perbatasan brebes losari sampai brebes kota lobang yg sangat dalam dan membahayakan para pengguna jalan,tolong di cek kembali,terimakasih","Selesai","Kabupaten Brebes"
"kaki saya di oprasi tapi saya gak sanggup untuk oprasi lagi untuk pengangkatan PEN yang ada di kaki kiri saya pak(ingin cepat sembuh sudah lima tahun belum sembuh)","Selesai","DINAS KESEHATAN"
"Mohon maaf sebelumnya bapak gubernur,saat ini sudah memasuki pertengahan tahun 2019 tetapi desa belum mendapatkan pembaruan maupun perbaikan infrastuktur,mohon diperhatikan penggunaan APBD dan pajak yang sudah dibayarkan untuk kepentingan desa,terimakasih.","Selesai","DINAS PEMBERDAYAAN MASYARAKAT, DESA, KEPENDUDUKAN DAN PENCATATAN SIPIL"
"Pak mohon dipantau,pengecoran jalan di winduaji,paguyangan menyebabkan kemacetan berjam jam,mohon solusinya,suwun pak gubernur","Selesai","DINAS PEKERJAAN UMUM BINA MARGA CIPTA KARYA"
"assalamualaikum,mohon maaf mengganggu waktunya Bapak/Ibu pegawai pemerintahan Prov.Jawa Tengah. ijinkan saya melaporkan keluhan saya mengenai Pekerjaan orangtua saya. 2019 sudah memasuki pertengahan bulan ,tetapi Proyek pembangunan desa masih belum berjalan dari akhir 2018 dengan dalih""menunggu SK gubernur turun""mohon maaf bapak/ibu,tapi kapan SK akan diturunkan?kami butuh pendapatan dan desa juga butuh perbaikan infrastuktur. harus berapa lama menunggu lagi?Janji sejak awal SK turun tidak akan dipersulit. mohon pengertian dan kerja nyatanya pak gubernur,disegerakan SK pembangunan di seluruh Jawa Tengah secepatnya,kami butuh makan dan pendapatan untuk hidup pak,saya mohon dipercepat sebelum ada pelantikan Presiden hasil pemilu kemarin,tolong jalankan Aspirasi yang sudah di kirimkan kepada pihak pemerintahan provinsi. tanpa mengurangi rasa hormat ,saya memohon dengan segera direalisasikan.terimakasih.","Selesai","DINAS PEMBERDAYAAN MASYARAKAT, DESA, KEPENDUDUKAN DAN PENCATATAN SIPIL"
"Assalammualaikum wr.wb. pak ganjar pranowo, saya warga bumiayu-brebes, mau tanya msalah akte lahir, tadi pagi saya datang ke dindukcapil brebes buat akte lahir anak saya,.tapi tidak langsung jadi pak.? Malah di kasih surat buat pengambilan nya hari selasa siang,. sebenernya pembuatan akte berapa lama jadinya pak... biar saya gak bolak balik bumiayu ke brebes yang lumayan cukup jauh jarak nya....terima kasih pak","Selesai","DINAS PEMBERDAYAAN MASYARAKAT, DESA, KEPENDUDUKAN DAN PENCATATAN SIPIL"
"assalamualaikum Bapak Gubernur yg saya hormati, kenapa aduan saya 2 dua kali belum ada jawaban, maaf apa gunanya aduan masyarakat ke bapak Gubernur di buka, kalau kenyataannya tdk ada jawaban dari admin gubernur. sekali lagi Bapak gubernur utk mengevaluasinya trims.","Selesai","BADAN PENGELOLA PENDAPATAN DAERAH"
"Pak ganjar, jalan dr perempatan sitanggal ke arah larangan brebes rusak. Mohon di perhatikan. Matursuwun","Selesai","Kabupaten Brebes"
"Sugeng enjing pak Gub... LAPOR.....! *)PERTAMA = Damel KTP elektronik SUSAH setengah mati + pelayanan masyarakat dikantor kecamatan KERSANA Menurut kulo BURUK SEKALI ...warga harus marah marah dulu..... *)KEDUA = Nderek PTSL program nasional (PRONAS) pembuatan sertifikat tanah punika sak lerese GRATIS NOL PERSEN nopo Bayar ? NYUWUN DI FOLLOW UP.... Matur Nuwun pak Gub.","Selesai","DINAS PEMBERDAYAAN MASYARAKAT, DESA, KEPENDUDUKAN DAN PENCATATAN SIPIL"
"Pak ganjar. Kami UMKM di rest area TIP 260B banjaratma brebes. Dulu kami di sosialisasi oleh BTN dan BNI bahwa tidak akan ada indomart .kfc.atau retail lainnya.sekarang kami berhadapan dengan pengusaha besar. Biaya Listrik mahal, Mhn di tinjau kembali kebijakan kebijakannya.UMKM","Selesai","DINAS KOPERASI DAN UMKM"
"Selamat siang pak gubernur,,,saya NGADI mau lapor ketidak puasa pelayanan di kelurahan DESA KEDUNGTUKANG, KEC JATIBARANG KAB,BREBES,,pelayanan di KEC JATIBARANG,petugasnya ngelobi kalo kilat duitnya sekian kalo lama/gratis bisa 7 hari kerja,,apa pantas petugas kecamatan bilang kayak gitu,,terima kasih pak gubernur mudah-mudahan cepet di tegur","Selesai","Kabupaten Brebes"
"Assalamu'alaikum wr.wb pa ganjar yang selalu di lindungi Allah S.W.T saya ongin memberitahukan tentang program ptsl di desa cikeusal kidul dan kota tegal di duga memungut lebih dari 150 rb mohon di tindak lanjuti karena ekonomi lg sulit","Selesai","Kanwil BPN Provinsi Jawa Tengah"
"Datang lah ke kampung kami pak....renovasi tanggul yg jebol scepat ny agar kami tdk hidup dlm kehawatiran ketika hujan mulai datang ???? slm dri kami warga desa kalibuntu bojong losari Brebes pak.","Selesai","DINAS PEKERJAAN UMUM SUMBER DAYA AIR DAN PENATAAN RUANG"
"Salam pak Semoga selalu sehat, Pak kyai di desa Wanasari kab. Brebes tidak pernah ada program sertifikat tanah gratis, bahkan kami sebagai warga untuk bikin balik nama jadi akte jual beli aja biayanya sampai 3 bahkan ada yg lebih dan sudah bertahun-tahun tidak selesai. Mohon dibantu pak, agar dapat digunakan untuk pinjaman di bank. Terimakasih","Selesai","Kanwil BPN Provinsi Jawa Tengah"
"Yth.Bpk Gubernur Ganjar Pranowo: Mohon Kasus Dugaan Penyelewengan APBDes Desa Tambakserang Kecamatan Bantarkawung Kabupaten Brebes Tahun Anggaran 2017,2018 segera di tindak lanjuti.Kami Warga Desa Tambakserang sdh melakukan aksi damai di kantor Kecamatan Bantarkawung pd tanggal 2 Mei 2019 menuntut kades bertanggung jawab atas kasus tersebut dan kades minta di berhentikan dr jabatannya.Dugaaan penyelewengan anggaran DD,ADD,BKU senilai Rp. 439.185.500","Selesai","DINAS PEMBERDAYAAN MASYARAKAT, DESA, KEPENDUDUKAN DAN PENCATATAN SIPIL"
"PENYOLAN Brebes pas dibuka gak ada isinya semua","Selesai","Kabupaten Brebes"
"Brebes ya mboten kados niki pak...jln propinsi rusak parah sedanten dr pejagan songgom smp klonengan.","Selesai","DINAS PEKERJAAN UMUM BINA MARGA CIPTA KARYA"
"jalanan rusan parah diduga dana desa dislahgunkan oleh kades","Selesai","Kabupaten Brebes"
"Coba mean pak @ganjar_pranowo ke daerah brebes barat, jalan masih rusak jauh dari layak untuk keamanan dan kenyamanan. ari arah kec.banjarhajo ke barat pak, itu jalannya rusak berat pak, apalagi di desa2 bagian perbatasan sama jabar. Tolong pak di perhatikan","Selesai","DINAS PEKERJAAN UMUM BINA MARGA CIPTA KARYA"
"Pak ganjar coba sambangi Pangkalan truck kecipir Dishub kab Brebes rencana revitalisasi hanya sebuah mimpi saya berharap karena bapak @ganjar_pranowo lah yg bisa mengendalikan dan bisa di ikutkan Pemprov Jateng","Selesai","Kabupaten Brebes"
"HALLO DUKCAPIL BREBES ....... HALLO PAK GUBERNUR...... KECAMATAN KERSANA TOLONG DIKIRIMI BLANGKO EKTP YANG BANYAK DONG ..... Masa orang Bikin KTP LAMA BANGET ( ORA UMUM ) INI NAMANYA MENYUSAHKAN WARGA..... AYO DONG PAK GANJAR...... Mosok wong JATENG GAWE E-KTP wae ANGEL TENAN....... TGL. 12 /04/2019 BIKIN KTP DIKASIH SUKET .... TGL. 10/05/2019 MASIH BELUM JADI ....PRIPUN PAK ?","Selesai","DINAS PEMBERDAYAAN MASYARAKAT, DESA, KEPENDUDUKAN DAN PENCATATAN SIPIL"
"Assalamualaikum wr.wb.pak mohon maaf saya lancang.saya hanya ingin melaporkan kondisi saat ini yang dialami oleh desa Siasem kec.wanasari kab.BREBES. lebih tepatnya dekat SMPN 02 WANASARI.ada keluhan penduduk desa mengenai banjir,apakah dilokasi tersebut bisa diperbaiki pak agar tidak banjir ketika musim hujan datang,karena sangat mengganggu.jika berkenan silahkan survey saja ke lokasi pak,sekalian lihat-lihat bawang merah dan telor asin.saya hanya membantu melaporkan,atas perhatiannya saya ucapkan terima kasih","Selesai","BADAN PENANGGULANGAN BENCANA DAERAH"
"Mau bertanya pak dijalan raya jendral sudirman brebes untuk lampu penerangan jalan selalu mati knapa y pak ?? soalnya daerah kota dan dekat stasiun.","Selesai","Kabupaten Brebes"
"@ganjar_pranowo sy guru SMK swasta di brebes biasanya dpt tunjangan APBN non sertifikasi,tp sdh 2 th lebih terhenti...tolong pak honor dr sklh kecil,trims","Selesai","DINAS PENDIDIKAN DAN KEBUDAYAAN"
"laporan jalan rusak pdahal angggran 1,2 milyar di desa karangdempel losari brebes jawa tengah","Selesai","Kabupaten Brebes"
"selamat malam ndoro.. maaf kami selaku warga desa tambakserang kec bantarkawung kab brebes memohon pengawasan tentang kasus korupsi kepala desa,kami membuat petisi 1500 tanda tangan agar kepala desa mengundurkan diri sesuai janji kepala desa pasca demo jika 10 hari tdk menyelesaikan tuntutan kami..mohon kepada ndoro gubernur agar menindak tegas.soal nya ada indikasi pembelaan meski data kami akurat tentang tindak pidana korupsinya dg nilai kerugian kurang lebih 400jt.. terimakasih","Selesai","INSPEKTORAT"
"Sma bumiayu 1perlu repormasi mental guru2nya tidak bisa didik anak nilainya jelek kok malah minta kenang2an 350rb tlng pak gubernur","Selesai","DINAS PENDIDIKAN DAN KEBUDAYAAN"
"Assalamualaikum yth bapak gubernur jawa tengah saya mau menanyakan honorer SMA Negeri khusus PTT untuk pengajuan NUPTK apakah harus lulusan S1 klo iya emang harus S1 terus gimana pengabdian udah 9 tahun dan belom S1 emang gaji sudah 1,7 dan kenapa gaji tidak dicairkan lewat ATM pribadi PTT pak... tolong hargai masa pengabdian kami sbg PTT pak...","Selesai","DINAS PENDIDIKAN DAN KEBUDAYAAN"
"Ditinjau donk pak Ganjar Pranowo tanggul perbatasan jawa barat-jawa tengah... Tanggul sungai cisanggarung kondisi nya sangat memprihatinkan... Terutama tanggul didesa karangsambung losari brebes. Karena berada dititik pertemuan dua sungai besar antara sungai cisanggarung dg sungai cijangkelok","Selesai","DINAS PEKERJAAN UMUM SUMBER DAYA AIR DAN PENATAAN RUANG"
"beredar surat edaran tunjangan kesra untuk guru honorer dari tingkat Formal TK-SMA RP 200ribu/bulan akan dicabut sejumlah guru TK honore sekabupaten brebes mengaku kecewa dengan kebijakan ini. lantaran dana kesra untuk GTT lembaga swasta tidak termasuk dalam anggaran belanja BNF. mohon di selediki mengapa demikian..kalau tingkat kelompok bermain saja yg non formal dana kesranya sudah cair jauh jauh hari kenapa TK yg notbennya formal malah dicabut lantaran lembaganya swasta.. ada yang bilang karena penguruan keuangan KB dan TK itu berbeda.. klo KB keuangan dibawa pengawasan PNFI sdang TK BNF.. lha kenapa tidak disamakan seperti PNFI..kenapa harus ada perbedaan.. kita sama2 honor,sama2 bernaung dilembaga swasta.. mohon untuk ditindak lanjuti pak ini gimana..? guru TK itu dari dulu paling anteng..ga ada demo2..jangan sampai pemerintah menggugah singa yang sedang lapar... kalau guru2 TK beralih bekerja di Pabrik bagaimana pula nasib generasi anak bangsa.. berikut saya lampirkan surat edarannya..semoga krena belum ada stempel resmi badan pengawasannya mudah2an belum fix dan masih dipertimbangkan oleh pemerintah setempat. terima kasih..","Selesai","DINAS PENDIDIKAN DAN KEBUDAYAAN"
"assalamualaikum saya disini menyampaikan untuk KREDIT DI BKK JAWA TENGAH ko di persulit,untuk pensurveianya aja saya sama nunggu 3 Minggu ini dan belum ada tanggapan dan kepastian malahan saya datang berkasnya mau di kembalikan seperti menyepelekan,saya punya usaha kantin si SMP dan pendapatan juga cukup.lokasi BKK nya berada di BANJARHARJO mohon di cek kembali sekian dari saya,atas kerjasamanya saya ucapkan banyak terima kasih","Selesai","Kabupaten Brebes"
"Tidak adanya sistim irigasi yg bagus karna sudah rudak dan Adanya tambang pasir/batu ilegal yang membuat pendangkalan area sawah d daerah kami.terjadi di kelurahan kutamendala,","Selesai","DINAS ENERGI DAN SUMBER DAYA MINERAL"
"Pak gubernur,, apakah benar blanko e-ktp buat wilayah brebes selalu kehabisan atau di batasi,, saya selalu di kerjai sama orang kecamatan di brebes suruh bolak balik terus ke kecamatan tapi hasil nya selalu nihil dengan alasan blanko e ktp habis kalau gk habis alasan nya lagi di ambil di jakarta di suruh balik lagi 2 hari kemudian dan pas hari itu saya kesitu lagi nihil juga dengan alasan blanko di jakarta habis,, apakah orang kecamatan kalau mau ngambil blanko e ktp ke jakarta tidak konfirmasi dulu sama orang yg di jakarta,,???","Selesai","DINAS PEMBERDAYAAN MASYARAKAT, DESA, KEPENDUDUKAN DAN PENCATATAN SIPIL"
"Kepada bpk gubernur yg terhormat sy ingin menyampekan kepada bpk. Sy kalo melihat rumah di belakang rumah orang tua sy.sy merasa kasihan melihat kondisi rumah yg sudah sangat tidak layak. Jd saya menghimbaow supaya bpk peduli dengan warga rungkang.kec losari kab.brebes Terima kasih moga salam sy bermanfaat.","Selesai","DINAS PERUMAHAN RAKYAT DAN KAWASAN PERMUKIMAN"
"Tolong pak evaluasi pokja ULP kabupaten brebes. Thender DPU yang sudah di laksanakan kemarin terindikasi kecurangan. 70 lebih paket yang di tenderkan yg menang semua pasti yg mendekati HPS. kejadian ini merugikan waktu dan meteriil sebagian rekanan. walaupun ada masa sanggahan tpi itu cuman formalitas jadwal. gimana daerah kita mau maju kalo kepemerintahannya kaya gini ga fair dalam pengadaan barang dan jasa. saya lampirkan salah satu capture. coba silahkan evaluasi lagi kegiatan tsb.","Selesai","INSPEKTORAT"
"jalan desa rusak parah,akibatnya waraga desa naik mtor pada jatuh","Selesai","Kabupaten Brebes"
"@ganjar_pranowo alasamualaikum pa ganjar slm kenal, pa aq dari brebes selatan kcmatan tonjong kel karang sawah dusun wadas gumantung, yg jmbatan nya putus pa, kira2 kapan mo di bangun kmbali yah pa....kasian ank2 yg sekolah pa klo pas banjir...","Selesai","DINAS PEKERJAAN UMUM BINA MARGA CIPTA KARYA"
"Assalamualaikum,,Pak Gubernur saya kebetulan lagi menjalani pendidikan Pilot di salah satu maskapai Indonesia,,sekarang saya tinggal tahap akhir,,tapi saya belum bisa melanjutkan dikarenakan faktor biaya,,apakah dari Pemprov Jateng ada beasiswa pendidikan buat pendidikan Pilot pak?atau kalau tidak ada beasiswa apakah ada PINJAMAN buat pendidikan Pilot?? Bismillah semoga ada solusi untuk orang desa seperti kami ini pak Gubernur.. Terimakasih pak GubernurðŸ™","Selesai","BIRO KESEJAHTERAAN RAKYAT"
"saya mau mengadu ttg biaya administrasi pernikahan,tolong segera di benahi,di kecamatan larangan kabupaten Brebes menikah harus bayar sampe dengan rp.1200.000,padahal di kantor KUA tertera gratis atau bayar RP.600.000 kalau menikah di rumah mempelai.ini sebetulnya bagai mana pak..kalo mahal gni nanti makin banyak jomblonya ðŸ¤­","Selesai","Kabupaten Brebes"
"jalan rusak diduga dana masuk saku jadi imbasnya pada masyarakat setempat","Selesai","Kabupaten Brebes"
"assalamualaikum.. Yth bapak gubernur Jawa tengah bapak Ganjar Pranowo,, mengapa nelayan di daerah saya disuruh pada pulang dan katanya dikejar sama oknum polair... mohon pencerahannya bapak gubernur..","Selesai","DINAS KELAUTAN DAN PERIKANAN"
"Pengurusan surat numpang nikah, N1,N2,N4 dimintain biaya Rp 150.000, sedangkan di kota tegal sendiri free,di jakarta gratis dimana-mana gratis, setelah oknum di negosiasi katanya kebijakan saja 50.000 tolong di usut tindak korupsi begini, mentang-mentang semua orang desa di takut2in harus bayar,kalau tidak surat tidak keluar. Pak Ganjar jangan didiamkan saja.","Selesai","Kanwil Kemenag Provinsi Jawa Tengah"
"Assalamualaikum Wr. Wb. Bapak Ganjar tolong di tindaklanjuti kantor Dindukcapil Kab. Brebes kinerjanya lambat sakali, jadi untuk mengurus surat pindah aja harus nunggu 2 hari katanya iternetnya eror, tinggal saya di bumiayu untuk ngurusnya di brebes lumayan jauh pak.. Trimaksih","Selesai","DINAS PEMBERDAYAAN MASYARAKAT, DESA, KEPENDUDUKAN DAN PENCATATAN SIPIL"
"Mohon solusi pak, dokumen permohonan sertifikasi tanah dr th 2017 sampe sekarang tidak ada kelanjutannya.. berkali2 berkunjung ke BPN namun hanya dapat alasan dan alasan, pdhal jarak rumah ke BPN 50km lbh???? kontak via WA hallo BPN pun dicuekin teruuuss ????apa krn sya urus sendiri tanpa perantara dan tanpa pelicin yg sampe 7 jutaan sprti org lain?? mohon bantuannya pak @ganjar_pranowo smoga ada solusi. Terimakasi ????????","Selesai","Kanwil BPN Provinsi Jawa Tengah"
"Mohon pak gubernur hampir 2 tahun lebih ektp saya belum jadi/tercetak sampe sekarang .sampai emosi bolak balik ke kantor kecamatan ektp belum tercetak juga alasnya ada aja .terimkasih sebelumnya dan mohon di perhatikan pak gubernur.","Selesai","DINAS PEMBERDAYAAN MASYARAKAT, DESA, KEPENDUDUKAN DAN PENCATATAN SIPIL"
"Di desa saya bnyk peternak unggas yg ternaknya mati mendadak hampir 1 kandang bahkan 1 kandang secara bertahap, begitu juga yg terjadi d tetangga desa. takut wabah yg berbahaya H5N1. mohon cek tkp.","Selesai","DINAS PETERNAKAN DAN KESEHATAN HEWAN"
"Tolong disposisikan ke Polda Jateng Pelaku melakukan promosi melalui Facebook, dan saya tertarik terhadap jasa yang diberikan dengan membuka suatu project Trading Forex. Uang sudah diberikan sebagai tanda Deposit melalui pelaku yang mengaku sebagai Exchanger dari Broker icmarkets.com Singkat cerita, proses verifikasi akun atas nama saya tidak kunjung berhasil. Dan akhirnya pindah ke Broker yang saya gunakan dengan kata2 ingin refund dana yang saya berikan sebagai tanda deposit di Broker Icmarkets.com Sesuai perjanjian yang telah disepakati, pelaku melakukan proses refud namun mulur dari janji yang telah disepakati. Hingga berakhir, sang pelaku tidak ada kabar dan akhirnya saya laporkan ke kepolisian melalui pengaduan online ini. NB : pelaku mengaku kliennya sudah banyak, yang berarti korban mungkin bukan hanya saya. ( Data Diri Pelaku melalui nomor Rekening : Bank Mandiri - 1730005129714 - atas nama Adung ) , file barang bukti export history chat saya lampirkan dalam bentuk link google drive ( https://drive.google.com/open?id=1TpN4GJEMIiJp78N5N2I4-PJYpCJu8yUl ) , ( https://drive.google.com/open?id=1lej3KCZJ6XZq_nAjH-Bxk9-_eTu-uR4U )","Selesai","Kepolisian Daerah Jawa Tengah"
"Pak Ganjar Pranomo saya minta tolong sama Bapak...jalan raya brebes sampai Purwokerto tolong diperluas kasihan sama orang Mudik...arus balik dari kemaren masih macet hinggga Subuh ini juga masih macet...minta tolong kasih solusi yang bagus biyar gak macet.","Selesai","DINAS PEKERJAAN UMUM BINA MARGA CIPTA KARYA"
"tolong di perhatikan wilayah Brebes selatan ,terutama yg ke arah Bumiayu...jalan nya pada.rusak....isine tambalan tok. dong ....pa gubernur yg Terhormat........jangan di butuhinnya kalau LG kampanye doang .sesudah itu di lupakan....nih bukti soalnya kemarin saya lewat dari ciregol sampai jalur lingkar dan sampai perbatasan Ajibarang......massa Alloh jalan nya...tolong tegur instansi yg berkait terutama PU kabupaten ...Brebes biar tau sendiri....sebelum nya maaf pak gub....dan terima kasih...","Selesai","DINAS PEKERJAAN UMUM BINA MARGA CIPTA KARYA"
"Pak @ganjarpranowo saya balik hari ini nih, tapi kok tiap tahun Jalan Raya Ajibarang - Bumiayu menuju tol Pejagan selalu macet yaa? Nungguin jalan kayak liat hilal jodoh, ngga pernah nyampe 2 derajat ????","Selesai","DINAS PEKERJAAN UMUM BINA MARGA CIPTA KARYA"
