"Message","Status","Department"
"Assalamualaikum Pak ganajar pranowo tolong di sidak khusus daerah kab. Brebes banyak masyarakat mengeluh tentang EKTP mulai dari perekaman EKTP sampai pengambilan cetak EKTP soal ya banyak kecamatan yang petugas ya mulai kerja ya tidak sesuai","Selesai","DINAS PEMBERDAYAAN MASYARAKAT, DESA, KEPENDUDUKAN DAN PENCATATAN SIPIL"
"Assalamualaikum Pak ganajar pranowo tolong di sidak khusus daerah kab. Brebes banyak masyarakat mengeluh tentang EKTP mulai dari perekaman EKTP sampai pengambilan cetak EKTP soal ya banyak kecamatan yang petugas ya mulai kerja ya tidak sesuaiAssalamualaikum Pak ganajar pranowo tolong di sidak khusus daerah kab. Brebes banyak masyarakat mengeluh tentang EKTP mulai dari perekaman EKTP sampai pengambilan cetak EKTP soal ya banyak kecamatan yang petugas ya mulai kerja ya tidak sesuaiAssalamualaikum Pak ganajar pranowo tolong di sidak khusus daerah kab. Brebes banyak masyarakat mengeluh tentang EKTP mulai dari perekaman EKTP sampai pengambilan cetak EKTP soal ya banyak kecamatan yang petugas ya mulai kerja ya tidak sesuai","Selesai","DINAS PEMBERDAYAAN MASYARAKAT, DESA, KEPENDUDUKAN DAN PENCATATAN SIPIL"
"Slmt sore pak Ganjar Mohon untuk di tindak lanjuti proyek tanggul tambak di desa randusanga wetan brebes agar dana negara tak di hambur2kn kemana2 oleh oknum yg mlh pada berjaya Giliran ada penangan.. mlh pembangunan ny setengah2 akhir ny sia2 Terima kasih","Selesai","DINAS PEKERJAAN UMUM SUMBER DAYA AIR DAN PENATAAN RUANG"
"Pak Ganjar tolong perbaiki masalah bikin E-KTP di kecamatan Songgom ,Kab.Brebes ,Jawa Tengah. 2 tahun KTP saya belum jadi.padahal di data Dukcapil pusat KTP saya sudah dicetak ,tapi dikecamatan katanya belum jadi trus.. Tolong pak. kata siapa pelayanan di Kab.Brebes sangat baik pas bapak sidak.. lihat di kecamatannya pak.. kacau semua pelayanannya.","Selesai","DINAS PEMBERDAYAAN MASYARAKAT, DESA, KEPENDUDUKAN DAN PENCATATAN SIPIL"
"Salam pak Gubernur, saya Mustofa sy tinggal di ds jatirokeh, kec Songgom, kab Brebes, saya bikin e-KTP sudah 1thn lebih gak jadi jadi, dan sebagian besar pemohon e-KTP bernasib sama, sy hidup merantau jadi sy gak bisa tiap hari ke kecamatan tapi ada adik sy di kampung yang sy suruh mengurus gak jadi juga, cuman di kasih ktp sementara terus menerus, mohon bantuannya terima kasih BPK gubernur , selamat malam","Selesai","DINAS PEMBERDAYAAN MASYARAKAT, DESA, KEPENDUDUKAN DAN PENCATATAN SIPIL"
"Assalamualaikum. wr.wb , selamat pagi bapak gubernur yang terhormat. semoga bapak selalu dalam lindungan allah swt dan selalu menjadi pemimpin yang amanah dan bijaksana. Saya ingin melaporkan perihal ektp di Kab.Brebes sudah kurang lebih 2thn yg lalu saya membuat ektp atau melakukan perekaman. lalu sembari menunggu ektp jadi saya diberi surat keterangan dengan bentuk selembar kertas yang berlaku hanya 7bulan saja. kemudian tahun berikut nya saya menanyakan kepada petugas kecamatan ternyata dia bilang belum jadi dengan alasan blanko nya habis. saya masih bisa memahami karena mungkin habis. tahun berikutnya lagi saya datang kembali menanyakan ektp karena saya sangat butuh untuk memperpanjang stnk tapi ternyata belum jadi dan masih di berikan surat keterangan kembali. saya penasaran kenapa sudah lama sekali ektp tak jadi akhirnya saya melihat di internet ada situs pengecekan ektp yaitu ektp.pandualdiweb.id disitu saya melihat bahwa ektp saya bertuliskan siap cetak lalu saya berikan bukti tersebut kepada petugas kecamatan kembali dan mereka menjawab dengan alasan yang menurut saya kurang jelas. lalu saya bilang "" apa perlu saya langsung ke capil brebes untuk mengecek sendiri?"" kata petugas tersebut tidak usah karena disini juga sama saja dengan disana. lalu sampai sekarang saya masih menunggu hasilnya selalu nihil saya bingung saya hanya ingin ektp saya jadi karena saya sangat membutuhkan nya bukankah kartu identitas sangat dibutuhkan ? sekarang apa"" serba memasukan kartu identitas untuk mengecek mengaktifkan kartu perdana pun perlu nomor nik bukan no sim. memang sim juga bisa untuk identitas tapi identitas yang sangat penting kan ektp bukan? saya melihat di kota lain membuat ektp itu cepat tak sesulit dan selama di kab.brebes , saya kadang berfikir kenapa saya harus jadi orang brebes? mengurus apapun serba susah pelayanan masyarakat tapi tidak melayani masyarakat dengan baik khususnya di kecamatan SONGGOM. banyak sekali rakyat yang mengeluh dengan pelayanan kecamatan SONGGOM saya harap bapak gubernur yang terhormat bisa datang sendiri kesana dan melihat situasi nya. pungli dimana mana saya pernah dengar dari keluarga saya sendiri kalau dia diminta sejumlah uang agar ektp bisa jadi dengan mudah. ternyata benar setelah dia memberi uang ektp jadi seminggu kemudian. sedangkan saya sudah 2th tak kunjung jadi. saya harap bapak gubernur memperhatikan sekali masalah ini khususnya dibrebes. saya hanya ingin ektp pak saya hanya ingin diakui oleh negara. itu saja yang bisa saya sampaikan. saya harap bapak gubernur bisa merespon dengan cepat wassalamualaikum.wr.wb berikut saya lampirkan screenshoot kolom komentar di situs capil brebes.","Selesai","DINAS PEMBERDAYAAN MASYARAKAT, DESA, KEPENDUDUKAN DAN PENCATATAN SIPIL"
"maaf ini sy melanjutkan laporan yg sebelumnya, masalah cetak e-KTP, kec, Songgom kab Brebes,, persyaratan ktp sy sudah di proses dari dulu dan nomor telepon juga sudah di cantumkan, kt y kalau sudah jadi akan di telpon, tp sampai sekarang belom ada telpon atau pun SMS ,, sudah setahun lebih, dan terakhir sy perbaharui bulan Juni 2018 ,,","Selesai","DINAS PEMBERDAYAAN MASYARAKAT, DESA, KEPENDUDUKAN DAN PENCATATAN SIPIL"
"Assalamualaikum pak mau bertanya perihal pembuatan KTP kenapa di kecamatan banjarharjo masih saja kehabisan blanko ya pak? Mohon penjelasannya kenapa masih terjadi?","Selesai","DINAS PEMBERDAYAAN MASYARAKAT, DESA, KEPENDUDUKAN DAN PENCATATAN SIPIL"
"Asalamualaikum, pa ganjar tolong mengenai KTP ELEKTRIK DI DESA, cibentang kec, bantar kawung kabupaten, brebes, susah jadi tolong ia pa di bereskn.","Selesai","DINAS PEMBERDAYAAN MASYARAKAT, DESA, KEPENDUDUKAN DAN PENCATATAN SIPIL"
"Asalamualaikum kpd bapak gubernur kita. Saya minta bantuanya. Kenapah bikin ktp susah bngt saya warga brebes kecamatan songgom","Selesai","DINAS PEMBERDAYAAN MASYARAKAT, DESA, KEPENDUDUKAN DAN PENCATATAN SIPIL"
"Mohon tolong diselidiki dan periksa segera kepala desa sutamaja,kec.kersana.kab.brebes.pelaksanaan proyek yang tidak sesuai.proyek ditangani pribadi tanpa keterlibatan pihak lain.BPD tidak berfungsi.anak kades dijadikan sekdes atau carik,ini sudah trmasuk KKN.jika ada yg ingin menjadi perangkat desa harus menyerahkan uang paling tidak sawah atau tanah seharga 50jtan.sertifikat massal dikenakan harga minim 500 bahkan ada yg hampir satu juta dikenakan orang yg bisa dibodohi.kemaren ajak warga desa 6 bis piknik.itu dana dari mana???logika saja pak.kalopun saya lapor ke pemkot brebes juga paling tidak digubris pastinya si kades nylonong kasih amplop sudah selesai.mohon diperiksa segera pak harus segera...mohon identitas saya disembunyikan.karna saya warga asli sutamaja.mohon segera ditindak","Selesai","DINAS PEMBERDAYAAN MASYARAKAT, DESA, KEPENDUDUKAN DAN PENCATATAN SIPIL"
"Assalamualaikum warrahmatullahi wabarakatu. Dengan hormat bapak Gubernur Jawa Tengah, bersama ini saya ini saya ingin menanyakan perihal pembuatan e-KTP di kabupaten Brebes masih berjalan lambat. Saya sudah menggunakan surat keterangan pengganti e-KTP selama 1tahun lebih. saya sudah mengajukan penggantian e-KTP selama 1tahun lebih tetapi dengan alasan tidak tersedianya blanko maka e-KTP saya tidak juga jadi. mohon penjelasannya? terima kasih wassalamualaikum warrahmatullahi wabarakatu.","Selesai","DINAS PEMBERDAYAAN MASYARAKAT, DESA, KEPENDUDUKAN DAN PENCATATAN SIPIL"
"pak ganjar saya dari brebes kecamatan songgom jateng saya mengeluhkan pelayanan ektp kenapa semakin susah semua yang mau buat ektp harus ke brebes jateng tidak kaya dulu semua orang bisa buat ktp di kecamatan dan semuanya hrus menunggu sampai 1taun jadi malahan jika kepingin ktp cepat jadi kita harus bayar 350 rb (2) balai desa di kecamatan songgom jateng kususnya di desa jatimakmur buka sampai jam 12 siang saja jadi bayak orang yg kecewa dan pas upacara hut RI para pelajar mengadakan upacara di lahan resmil milik orang karena desa jatimakmur tidak punya lahan/lapangan untuk upacara hut RI","Selesai","DINAS PEMBERDAYAAN MASYARAKAT, DESA, KEPENDUDUKAN DAN PENCATATAN SIPIL"
"Assalamualaikum,,,,,,. Bpk gubernur yg saya hormati,,,,. Nm saya Edi Tri Melati. Almt Rt 02 Rw 01 kedunguter Brebes Jateng. Saya mo merubh KK ortu, tp dipersulit, ktny hrs ad surt kematian bpk saya ( meninggl th 2013 ), dan jg fto copy KTP 2 org saksi, kt apart desa. Sdgkn wktu itu surt kematian dan KTP bpk saya dah diserhkn ke DinSos. Ap bnr peraturn dr pust spt itu pak,,,? Mhn pnjlsn dan di tinjau kmbli spy pembuatn KK jd lebih mudah. Terima ksh,,,,","Selesai","DINAS PEMBERDAYAAN MASYARAKAT, DESA, KEPENDUDUKAN DAN PENCATATAN SIPIL"
"assalamuallaikum wr.wb yth kepada bapak ganjar.saya warga kec larangan.banyak keluh kesah warga yg ingin membuat ektp di permainkan kenapa kecamatan katanya suruh ke capil dan capil bilang katanya gak bisa cetak e ktp dan suruh kembali lg e kecamatan dan kecamatan bilang lagi suruh ke capil.bagaimana kami bisa makmur pak.apakah e ktp sudah tidak berguna lagi ?Setiap mau perekaman di kab brebes terutama kec larangan kec bulakamba kec ketanggungan pasti ada saja alasanya ada yg bilang mesin pencetak rusak dll.seharusnya maksimal ktp 2 minggu sudah jadi.kenapa bamyak yg udah berbulan2 bahkan bertaun2 tidak jadi kenapaaa...???Apakah ini yg namanya kemakmuran kesejahteraan bagi rakyat ?.Tolong tindaklanjutilah permasalahan ini.kami merupakan warga perbatasan dg jawa barat tolong sering ditengok dan sering2 lah melakukan sidak di rumah paten kec larangan kec bulakamba kec ketanggungan.Kami kesal pak urus ktp berbulan2 bahkan bertaun2 gak jadi2.tolonglah tindaklanjuti segera.di web katanya blangko banyak tapi kenapa tanya ke kec bilangnya blangko kosong.Tolong lah pak tindaklanjuti permasalah ini di kec2 kami kab brebes pak.Kami sudah lelahh menghadapi ini semua dg sendirinya seperti dipermainkan oleh petugas e ktp.Tolong segera tindaklanjuti pak biar ektp 2 minggu jadi seharusnya dan di dalam peraturan e ktp maksimal dicetak 2 minggu tapi kenapa berlulanw bertahun2 gal jadi2 tolong pak bantu kami tindaklanjuti terima kasih pak ganjar .suksskanlah visi dan misinya pasti kami percaya.tolong bantu selidiki terima kasih wassalamuallaikum wr.wb","Selesai","DINAS PEMBERDAYAAN MASYARAKAT, DESA, KEPENDUDUKAN DAN PENCATATAN SIPIL"
"Intinya kami warga brebes ingin dipermudah pembuatan ktp dan surat yg lain seperti KK dan lainnya LAPUL","Selesai","DINAS PEMBERDAYAAN MASYARAKAT, DESA, KEPENDUDUKAN DAN PENCATATAN SIPIL"
"Di Desa saya Desa Limbangan Kecamatan Losari Kabupaten Brebes telah dilaksanakan pemilihan BPD, yang dimana peserta pemilihan / calon / undangan pada saat itu yang menentukan adalah pihak pemerintah Desa / Panitia yang sudah dibentuk... pada saat rapat/pelaksanaan pemilihan pun ditanya mereka berdalih dengan cara pemilihan secara aklamasi... pelaksanaan pemilihanpun terkesan mendadak/mendesak, sekarang undangan disebar dan esok siangnya pemilihan.. tidak ada sosialisasi yang merata dari panitia ataupun pihak pemerintah desa.. sehingga banyak masyarakat tidak tahu.. hal ini menurut saya sudah bertentangan dengan aturan yang ada... yang tertuang dalam permendagri No. 110 Tahun 2016... yang seyogyanya harus dilakukan secara demokratis melalui pilihan langsung ataupun musyawarah perwakilan,,.. di dalam permendagri pun tidak disebutkan bahwa pemerintah desa berhak menentukan peserta / calon / undangan rapat pemilihan BPD tersebut.. mohon seyogyanya beri kami pencerahan apakah ini sudah sesuai prosedur atau tidak karena menurut saya pribadi ini sudah jauh dengan yang disebut demokrasi cara seperti itu malah akan memperlebar pintu kemungkinan NEPOTISME, karena hanya orang2 tertentu yang diundang / diberitahu.. kalau ada aturan yang bisa membenarkan teknik pemilihan seperti itu tolong beritahu kami, ajari kami... supaya kami lebih tahu dan bisa berguna bagi bangsa ini..","Selesai","DINAS PEMBERDAYAAN MASYARAKAT, DESA, KEPENDUDUKAN DAN PENCATATAN SIPIL"
"Selamat malam pak gubernur saya ingin melaporkan kepengurusan E-ktp untuk kecamatan bumiayu.kab brebes untuk pembuatan sudah hampir 7 bulan belum juga jadi selalu beralasan blanko tidak tersedia,dan ternyata banyak warga yg bahkan sudah hampir 1 tahun belum jadi dengan alasan blanko tidak tersedia,apakah memang blanko e-ktp khususnya kecamatan bumiayu belum tersedia pak ? dan yg ke 2 pindahan kependudukan antar kecamatan milik istri saya beralasan tidak bisa diproses dengan alasan berbeda NIK saat saya cek tidak ada perbedaan,setelah saya tanyakan kembali beralasan data duplikasi pertanyaan saya jika terjadi duplikasi data apakah kita harus mengurus langsung ke dukcapil kabupaten ? info pihak kecamatan tidak bisa menghapus data duplikasi dan diminta untuk langsung ke dukcapil kabupaten","Selesai","DINAS PEMBERDAYAAN MASYARAKAT, DESA, KEPENDUDUKAN DAN PENCATATAN SIPIL"
"lapor gub..saya buat KTP 2 tahun ga jdi..alesannya blangko ga ada.. Masa iya blangko hbis smpe 2 tahun..mohon tindak lanjuti..dri desa kersana kec kersana","Selesai","DINAS PEMBERDAYAAN MASYARAKAT, DESA, KEPENDUDUKAN DAN PENCATATAN SIPIL"
"lapor pa gub..sya buat KTP udah 2 tahun lebih ga jdi2..alesannya blangko ga ada..msa iya slama 2 tahun lebih ga ada blangko..itu kerja apa tidur yahh..sya dri desa Kersana kec kersana..mohon tindak lanjuti pa gub..wassalamualaikum","Selesai","DINAS PEMBERDAYAAN MASYARAKAT, DESA, KEPENDUDUKAN DAN PENCATATAN SIPIL"
"Selamat sore pak. Saya mau menanyakan perihal pengupdatean NIK E-KTP. Saya warga Brebes jawa tengah, telah melakukan pengupdatean di Deduk Capil setempat. Menurut salah satu pegawai untuk pengupdatan/Aktifasi NIK KTP memerlukan waktu 2x24 jam, namun sudah 10 hari saya menunggu belum juga diproses. Saya datangi lagi deduk capil setempat, dan saya disuruh menunggu 3-7 hari lagi. Penangananan yang demikian membuat saya gagal mendaftarkan diri untuk mengikuti CPNS. Apa saya juga akan mengalami kendala untuk melangsungkan pernikahan saya?, Sedangkan dalam jangka 8 hari kedepan saya akan melangsungkan pernikahan saya, untuk mendaftar di KUA NIK saya belum terdaftar. Mohon konfirmasi atas perihal tersebut.","Selesai","DINAS PEMBERDAYAAN MASYARAKAT, DESA, KEPENDUDUKAN DAN PENCATATAN SIPIL"
"tlg pak sidak ke kecamatan Banjarharjo Brebes..1 th KTP g jadi2 ganti aja pak komputer jadi mesin ketik lama..bosen ngurus bolak baliknya ke kecamatan pak..suwun","Selesai","DINAS PEMBERDAYAAN MASYARAKAT, DESA, KEPENDUDUKAN DAN PENCATATAN SIPIL"
"Selamat pagi.. Saya selii warga desa pandansari kecamatan paguyangan kabupaten brebes, ingin menanyakan tentang prosedur balik Nama tanah yang saya beli apakah uang pologoro sebesar 10 itu wajib dikarenakan saya ingin membuat balik Nama kepemilikan tanah untuk syarat membuat sertifikat tanah dan staff kelurahan memberitahu untuk membayar pologoro yang dimana saya baca bahwa pologoro adalah pungutan yang diberikan kepada kepala desa. Mohon sarannya apakah wajib uang pologoro yang nominalnya lumayan besar tersebut Dan apakah bisa ditiadakan uang pologoro yang Saya baca adalah pungutan liar yang diberikan kepada kepala desa. Terimakasih","Selesai","DINAS PEMBERDAYAAN MASYARAKAT, DESA, KEPENDUDUKAN DAN PENCATATAN SIPIL"
"Pa maaf nih di desa bulusari kabupaten bulakamba katanya ada penggusuran kali irigasi banyak rumah yang pada kena tapi ko ga ada kompensasi dari pemerinta buat ganti rugi yang rumahnya pada kena gusuran apakah benar dari pemerintahan ga ada kompensasinya? Makasih pak ganjar gubernuru","Selesai","DINAS PEKERJAAN UMUM SUMBER DAYA AIR DAN PENATAAN RUANG"
"Lapor pak ganjar mohon tindak lanjuti dan kinerja para pegawai perangkat negri sipil didaerah brebes selatan terutama untuk pembuatan EKTP dan KK serta Akta Kelahiran kenapa sampai skr pembuatan yg sudah lengkap dgn aturan tp masih sulit diproses sedangkan orang yg kumpul kebo tanpa surat nikah dgn mudah bikin semuanya karna hanya uang mereka mudah mendapatkanya dimanakah keadilan utk negri ini.? Mhon dicek ulang semuanya pa.","Selesai","DINAS PEMBERDAYAAN MASYARAKAT, DESA, KEPENDUDUKAN DAN PENCATATAN SIPIL"
"lapor pak tolong Awasi kinerja Pegawai Kecamatan Bulakamba Brebes YAng membuat Masyarakat Kecewa karena harus Bolak balik ke kecamatan bulakamba Brebes untuk Pengambilan Cetak E KTP. karena alasan nya blm bisa cetak ini itu melulu. kasihan Masyarakat jauh jauh bolak balik , tapi Pegawai kecamatan Enk Banget bilangnya. klau ga mau berkas ditarik Aja , dan Ga usah buat E KTP. tolong ditindak Lanjutin pak Gubernur .","Selesai","DINAS PEMBERDAYAAN MASYARAKAT, DESA, KEPENDUDUKAN DAN PENCATATAN SIPIL"
"Jalan irigasi (pengairan sawah ditutup oleh SMAN 1 LARANGAN BREBES) petani merasa keberatan dalam hal pengairan dan lintasnya (ditutup)..mohon pak gubernur menindak lanjuti..... tanda kutip pihak SMAN 1 LARANGAN bertindak semena mena... suara warga tani tidak digubris....","Selesai","DINAS PEKERJAAN UMUM SUMBER DAYA AIR DAN PENATAAN RUANG"
"Pak kami warga kec losari kab brebes yg febr 2018 lalu kebanjir an kini mulai kawatir menghadapi musim penghujan krn tanggul yg jebol belum diperbaiki kami takut dan trauma kebanjiran lagi pak kerusakan yg lalu dirumahku blm bisa diperbaiki tolong pak pembangunan tanggul yg kuat sangat kami nantikan","Selesai","DINAS PEKERJAAN UMUM SUMBER DAYA AIR DAN PENATAAN RUANG"
"laporan lagi pak Gubernur untuk Pengambilan Cetak E KTP lagi lagi diundur oleh Kec Bulakamba alasan nya ini kabel internet baru kepasang... Gedek mereka Janjiin Senin bisa Dicetak kalau ga bisa tolong lah tu Pegawai Kecamatan Bulakamba Suruh Jadi rakyat Yg buat E KTP biar Mereka Merasakan Sengsara Bolak balik di Tipu Pegawai Kecamatan yang Makan Gaji dari rakyat","Selesai","DINAS PEMBERDAYAAN MASYARAKAT, DESA, KEPENDUDUKAN DAN PENCATATAN SIPIL"
"Asalamualaikum maaf pak saya mau tny apa bener bikin ktp blangkon nya gk ada y soalnya di desa saya bikin ktp pegawai kelurahan bilangnya gk ada blankonnya tolong di jwb Asalamualaikum maaf pak saya mau tny apa bener bikin ktp blangkon nya gk ada y soalnya di desa saya bikin ktp pegawai kelurahan bilangnya gk ada blankonnya tolong di jwb ini alamat desa balapusuh kelurahan tanggeran kecamatan tonjong kabupaten brebes","Selesai","DINAS PEMBERDAYAAN MASYARAKAT, DESA, KEPENDUDUKAN DAN PENCATATAN SIPIL"
"Ass..kami warga ds tambakserang kab Brebes memohon dana desa di ds kami benar2 utk d periksa penggunaanya.trimakasih","Selesai","DINAS PEMBERDAYAAN MASYARAKAT, DESA, KEPENDUDUKAN DAN PENCATATAN SIPIL"
"Asalamualaikum..slm sjhtra. Bpk/ibu yg sya hormati, sya mau brtnya: Apa blh stiap Lprn Prtnggung Jwbn keuangan nota dn stempelnya bkn asli dri tokonya krna yg trjdi di desa karangmaja kec.Banjarharjo Kab.Brebes demikian,hmpir smua nota2 & cap nya bkn asli dri tokonya dan sdh di lakukan dri thn2 yg lalu,bhkn ada anggaran ADD untk kgtn ibu2 pengjian yg tiap thun nya ga prnh di berikan,dan pngadaan alat2 kntor jg yg di buat laporan seringnya barang yg udh ada thn sblmnya,cntoh pmbelian tv itu brng yg udh ada di buat laporan, RTLH a.n Nayem perbaikan rmh tdk sesuai RAB/Proposal..tlong di benahi admntrsi desa karangmaja agar tdk kebablasan lbh jauh..Trmksh","Selesai","DINAS PEMBERDAYAAN MASYARAKAT, DESA, KEPENDUDUKAN DAN PENCATATAN SIPIL"
"assalamualaikum.pak gub mhon bantuane.kulo wargi desa jarirokeh kec.singgom.kab brebes.kulo mpun perekaman ektp bln juli2017 nganti siki dereng dados.tiap dugi maring kantr kecamatan alasane blangko mboten wonten","Selesai","DINAS PEMBERDAYAAN MASYARAKAT, DESA, KEPENDUDUKAN DAN PENCATATAN SIPIL"
"AKTA KELAHIRAN di Kabupaten Brebes kenapa susah sekali ya.....padahal syarat udah lengkap....hampir dua bulan belum selesai juga (DINDUKCAPIL BREBES)","Selesai","DINAS PEMBERDAYAAN MASYARAKAT, DESA, KEPENDUDUKAN DAN PENCATATAN SIPIL"
"Selamat siang pak ,,apa di kecamatan Wanasari kabupaten Brebes bikin KTP susah, saya dah siaran ulang 2x ,nyampe skrg blm jadi KTP sy,, saya mohon pak tolong di tindak lanjuti kecamatan Wanasari, makasih","Selesai","DINAS PEMBERDAYAAN MASYARAKAT, DESA, KEPENDUDUKAN DAN PENCATATAN SIPIL"
"Slmt pagi.... Pak ganjar.berkenaan dg pekerjaa PU,,yg berlokasi dibrebes.pekerjaanya g maksimal..untuk normalalisasi sungai pemali...apalagi pas digorong jalan raya ga digali tanahnya...hanya fisualnya saja... Mohon ditindak lanjuti...sbb air mengalir tdk maksimal","Selesai","DINAS PEKERJAAN UMUM SUMBER DAYA AIR DAN PENATAAN RUANG"
"CALO DUKCAPIL BREBES dari mulai pembuatan akta lahir, surat pindah, dll.... Terletak persis didepan Kantor DUKCAPIL BREBES","Selesai","DINAS PEMBERDAYAAN MASYARAKAT, DESA, KEPENDUDUKAN DAN PENCATATAN SIPIL"
"Bikin e KTP masih susah..di kec.larangan kab brebes.mohon pak gubernur di cek","Selesai","DINAS PEMBERDAYAAN MASYARAKAT, DESA, KEPENDUDUKAN DAN PENCATATAN SIPIL"
"Pembuatan ektp el di kabupaten brebes kecamatan larangan 1 thn bru jadi tolong diperbaiki pak karna ektp el itu buat segalanya","Selesai","DINAS PEMBERDAYAAN MASYARAKAT, DESA, KEPENDUDUKAN DAN PENCATATAN SIPIL"
"Assalamualaikm,,,. Bpk gubernur yg saya hormati,,,saya mi nanya nich,,,. Saya mo buat surat kematian suami saya krn dah 6th g ad kbr berita, dan tanpa adny nfkh buat saya dan ank saya, tp trnyta g blh sm pak lurah, ktny hrs ad surt kematian dr Subang,(domisi suami), pdhl saya sdh buat kk brebes pak. Sdgkn, mo ke pengadiln, saya g pny uang, bz mkn tiap hr aj alhmdulillah. Saya jg g prnh dpt bntuan apapn dr pemerinth. Suami says pergi meningglkn saya sejk ank saya umur 1th, sdgkn ank sya skrg dah kls 1 SD. Apkh spt itu peraturnny pak? hrs ad surt kematian dr subang? Trm kasih","Selesai","DINAS PEMBERDAYAAN MASYARAKAT, DESA, KEPENDUDUKAN DAN PENCATATAN SIPIL"
"Yth Gubernur Jawa Tengah Bapak Ganjar Pranowo, Pembuatan E-KTP di daerah Brebes sangat Lambat Terutama di Kecamatan Losari E-KTP ,untuk jadi harus menunggu 1 tahun sampai 2 tahun baru jadi mungkin juga lebih dari 2 tahun jadi,termasuk saya pak E-KTP hampir 1 tahun belum jadi masih menggunakan Suket,Mohon pak di tindak lanjuti.Terima kasih","Selesai","DINAS PEMBERDAYAAN MASYARAKAT, DESA, KEPENDUDUKAN DAN PENCATATAN SIPIL"
"pak @ganjar_pranowo punten, ktp saya udah 2 tahun ngga jadi"" pak, di kecamatan paguyangan","Selesai","DINAS PEMBERDAYAAN MASYARAKAT, DESA, KEPENDUDUKAN DAN PENCATATAN SIPIL"
"Pak @ganjar_pranowo di kecamatan tanjung brebes masalah ektp dong pak katanya blanko habis,sedangkan sy udh nunggu 8bln,,tapi kalau bayar cepet gimana ya pak solusinya???tolong pak responnya sy org kecil mau mengadu sama siapa lg?","Selesai","DINAS PEMBERDAYAAN MASYARAKAT, DESA, KEPENDUDUKAN DAN PENCATATAN SIPIL"
"asalamualaikum pak, maaf, apa cuma dibrebes selatan doank bikin ktp susah bgt. bahkan ada juga yang pengajuan 2016 sampai sekarang blm dpt ektp.","Selesai","DINAS PEMBERDAYAAN MASYARAKAT, DESA, KEPENDUDUKAN DAN PENCATATAN SIPIL"
"Bp. Dion melakukan perpanjangan KTP sejak bulan Agustus 2018 di Kec. Bulakamba dijanjikan bahwa KTP akan tercetak setelah 6 bulan. Hari ini Bp. Dion telah menanyakan cetakan KTP pada petugas kecamatan, tetapi petugas menjelaskan bahwa blangko KTP tidak ada serta Bp. Dion diminta untuk ke Kecamatan seminggu sekali untuk mengecek ketersediaan blangko. Mohon bantuan bapak gubernur untuk menyelesaikan permasalahan pencetakan KTP Bapak Dion .","Selesai","DINAS PEMBERDAYAAN MASYARAKAT, DESA, KEPENDUDUKAN DAN PENCATATAN SIPIL"
"Pak Gubernur ini potret beberapa desa di kabupaten Brebes, kabupaten yg Bapak kemarin kunjungi, masyarakat merasa banyak ketidakjelasan dana desa. Akibatnya saat ini terjadi demo di beberapa desa krn kecemburuan antar desa yg berbeda. Demo bahkan sampai ricuh seperti di desa Bangsri dan desa Sigentong hingga tersorot media baik tv, cetak, maupun elektronik. Mohon ditanggapi khususnya soal perangkat desa. Foto : desa Bangsri. Arah Sibajag dan Sander.","Selesai","DINAS PEMBERDAYAAN MASYARAKAT, DESA, KEPENDUDUKAN DAN PENCATATAN SIPIL"
"@ganjar_pranowo assalamualaikum pak gubernur, mohon ijin nih tolong dong di sidak kecamatan Paguyangan biar kerja ny pada bener, ktp udah dua tahun katanya udah jadi giliran mau di ambil gak ada,katanya ilang.alasan nya gak masuk akal. Terima kasih","Selesai","DINAS PEMBERDAYAAN MASYARAKAT, DESA, KEPENDUDUKAN DAN PENCATATAN SIPIL"
"Pak Gubernur ini potret beberapa desa di kabupaten Brebes, kabupaten yg Bapak kemarin kunjungi, masyarakat merasa banyak ketidakjelasan dana desa. Akibatnya saat ini terjadi demo di beberapa desa krn kecemburuan antar desa yg berbeda. Demo bahkan sampai ricuh seperti di desa Bangsri dan desa Sigentong hingga tersorot media baik tv, cetak, maupun elektronik. Mohon ditanggapi khususnya soal perangkat desa. Foto : desa Bangsri. Arah Sibajag dan Sander.","Selesai","DINAS PEMBERDAYAAN MASYARAKAT, DESA, KEPENDUDUKAN DAN PENCATATAN SIPIL"
"Asallamualikum bapa ibu. Maaf atas ketidak sopanan saya, saya cuma ingin menanyakan apakah pembuatan kartu keluarga ( kk) masih di pungut biaya? Kaerna keluarga saya yg tinggal di brebes selatan kusunya bantarkawung kec. Pangebatan membuat kartu keluarga bayar 400k","Selesai","DINAS PEMBERDAYAAN MASYARAKAT, DESA, KEPENDUDUKAN DAN PENCATATAN SIPIL"
"Pak Gubernur ini potret beberapa desa di kabupaten Brebes, kabupaten yg Bapak kemarin kunjungi, masyarakat merasa banyak ketidakjelasan dana desa. Akibatnya saat ini terjadi demo di beberapa desa krn kecemburuan antar desa yg berbeda. Demo bahkan sampai ricuh seperti di desa Bangsri dan desa Sigentong hingga tersorot media baik tv, cetak, maupun elektronik. Mohon ditanggapi khususnya soal perangkat desa. Foto : desa Bangsri. Arah Sibajag dan Sander.","Selesai","DINAS PEMBERDAYAAN MASYARAKAT, DESA, KEPENDUDUKAN DAN PENCATATAN SIPIL"
