Message,Status,Department
masalah ke keringan d desa kali jurang mohon bantuanya pak gubenur,Selesai,badan penanggulangan bencana daerah
menunggu ke datatangan mobil tenggki air berbaris kiri dan kanan untuk d isi air buat ke butuhan memasak ,Selesai,kabupaten brebes
makasih bt bpk ganjar dan semua kru yg bertugas sekarang saya udah gk diteror lg ma nomer yg gk jelas itu,Selesai,dinas komunikasi dan informatika
di kab brebes program pkh banyak yg tidak tepat sasaran dan para penerima pkh rata tidak produktif tidak mampu mengembangkan bantuan pkh tersebut apa mungkin karena tidak ada bimbingan pelatihan dari dinas terkait ,Selesai,kabupaten brebes
di depan pasar induk brebes banyak angkot elf berhenti seenaknya sendiri padahal sudah ada rambu rambu dilarang parkir dan itu sebelum belokan traffic light dan juga zebra cross jadi sangat berbahaya beberapa kali saya hampir menyerempet angkot elf tersebut tolong ditindak karena sebenarnya posisi pelanggaran tersebut di depan pos polisi tapi tidak ada tindakan sama sekali ini terbukti dari setiap lewat di situ pasti ada angkot elf yg ngetem di tempat tersebut ,Selesai,kabupaten brebes
pendaftaran cpns untuk kejar paket c bisa gak,Selesai,badan kepegawaian daerah
keluarga miskin tak tersentuh bantuan keluarga petani rumah yang tidak layak huni,Selesai,dinas perumahan rakyat dan kawasan permukiman
 ganjar pranowo saya mau minta tolong mbak yang biasa urus mama saya ada telp katanya di tempatnya kekurangan air sdh bikin sumur pompa meter blm dpt air juga dia utk mandi saja tidak ada daerah buniayu tadi pagi dia dari jkt naik ka turun di gombong stasiun dari situ menitan dekat balai desa kata dia daerah situ kekurangan air minta bantu perhatian pak terima kasih ,Selesai,kabupaten brebes
pak gubernur yg trhormat kmi tak bosan mnyampaikan aspirasi nya tentang desa kmi pepdan kcmtan tonjong kb brebes rt w pepdn utara sbntr lgi musim hjn dn bnjir yg akn manambh longsor desa kmi dh trkikis mnju pmukiman warga lw d biarkn brtmbh parah ats prhatiannya kmi ucpkn trima ksih,Selesai,kabupaten brebes
pak mohon dinas pendidikan pemuda dan olahraga di brebes dipantau hal ini karena ketika kami dari peserta program pkkp disporapar jateng diminta mengadakan pelatihan kami diberikan dana juta per pelatihan beserta kwitansi kosong oleh pihak dinas pihak dinas mengarahkan bahwa kwitansi kosong tersebut dimintakan tanda tangan dan cap kepala desa organisasi pemuda dan tidak boleh dicorat coret yang berhak nulis untuk apa cuma bendahara dinas nya katanya untuk peminjaman tempat padahal kami meminjam tempat di balai desa gratis kami hanya bisa menuruti kemauan dinas karena kami bukan siapa siapa pak kami tidak berani protes kenapa begini begitu dana yg juta kemarin kami gunakan untuk mengadakan pelatihan kewirausahaan gratis ,Selesai,"dinas kepemudaan, olahraga dan pariwisata"
saya ingin mengadukan masalah pembuatan ektp di kota brebes kenapa blangko selalu kosong sudah hampir th saya hanya mendapat resi ektp sementara setiap kali datang selalu di bilang blangko kosong malah petugas menawarkan bantuan asalkan saya mau membayar sejumlah uang ektp saya akan di urus tapi selalu saya tolak hal ini dikeluhkan oleh sebagian besar masyarakat brebes saya mohon kepada pemerintah agar masalah ini dapat segera teratasi karna kasian yg kerja di perantauan harus mondar mandir tapi hasilnya nihil ,Selesai,kabupaten brebes
saya ingin mengadukan masalah pembuatan ektp di kota brebes kenapa blangko selalu kosong sudah hampir th saya hanya mendapat resi ektp sementara setiap kali datang selalu di bilang blangko kosong malah petugas menawarkan bantuan asalkan saya mau membayar sejumlah uang ektp saya akan di urus tapi selalu saya tolak hal ini dikeluhkan oleh sebagian besar masyarakat brebes saya mohon kepada pemerintah agar masalah ini dapat segera teratasi karna kasian yg kerja di perantauan harus mondar mandir tapi hasilnya nihil ,Selesai,kabupaten brebes
pak tanggul cisanggarung perbatasan jawa tengah jawa barat mohon untuk diperbaiki pak sudah hampir th pasca jebolnya tanggul yang mengakibatkan satu kabupaten brebes banjir besar dan belum ada tindakan apapun dari bapak sebagai gubernur apakah gubernur hanya ada bagi wilayah tengah saja pak sebentar lagi musim hujan pak mohon perhatiannya pak,Selesai,dinas pekerjaan umum sumber daya air dan penataan ruang
di desa saya luwungragi kec bulakamba kab brebes belum ada lapangan dan pasar pak ganjar pranowo jadi pengin ada fasilitasnya tolong pak,Selesai,kabupaten brebes
tolong pak ganjar audit pembangunan sekolah smk n songgom pembangunan belum lama sudah ambruk,Selesai,dinas pendidikan dan kebudayaan
infrastruktur dan transparansi dana desa ada indikasi pembangunan desa yang tidak tepat sasaran foto terlampir adalah jalan utama penghubung perdukuhan di desa adisana dari dulu belum tersentuh aspal dana desa dialokasikan kemana pak ,Selesai,kabupaten brebes
assallam muallaikum kami mewakili warga desa adisana kec bumiayu kab brebes tolong pak dana desa yg begitu funtastik kenapa di desa kami masih ada kradaan sprti ini bahkan jika kita melintas nyawa yg mnjdi taruhannya ada ketimpangan dlm mrngalokasi dana desa pak pemerintah desa kami yg tdk transparan mohon d banttu pak,Selesai,kabupaten brebes
pak maaf apa benar buat e ktp itu sampai bln itupun blm pasti jdi dgn alsn blanko dri pusat tidak ada tolong minta penjelasannya pak kec tonjong,Selesai,"dinas pemberdayaan masyarakat, desa, kependudukan dan pencatatan sipil"
selamat siang pak gubernur jateng saya ingin lapor pak mengenai kehilangan stnk yang saya urus sendiri di kantor samsat bumiayu namun kwitansi hanya tulisan kertas bekas di mintai biaya rp oleh bpk a rojak bagian pendaftaran dan penetapan saya minta klarifikasinya apa betul seperti itu jika memang tidak di benarkan maka uang kelebihan saya bagaimana karena di stnk tertera hanya rp saya lampirkan juga foto kwitansi kertas berkas terima kasih mohon tindak lanjutnya saya tunggu ,Selesai,kabupaten brebes
klarifikasi atas adanya proses duplikat stnk di samtu bumiayu setelah admin klarifikasi petugas di samtu bumiayu disarankan utk pelapor bisa langsung menuju samtu bumiayu utk ketemu baur stnk di samtu bumiayu dgn membawa berkas komplit prosedur duplikat stnk nanti kelebihan uang akan di kembalikan ke wajib pajak sesuai prosedur ,Selesai,kabupaten brebes
bpa ko di kabupaten brebes masih bayar ngurus sertipikat tanah di desa lembarawa kabupaten brebes kecamtan brebes,Selesai,kabupaten brebes
masalah petani kesulitan membeli bbm di pom bensin tlng sidak pak padahal masyarakat lg membutuhkan buat ngairin sawah,Selesai,dinas energi dan sumber daya mineral
asalamualaikum pak ganjar mau tanya apakah boleh ada pungutan pengganti spp disma misalkan sumbangan komite sekolah yang iurannya kayak spp tiap bulan kemaren kemaren ribu dan bulan ini ribu dan statusnya wajib tapi kan harusnya kalau sumbangan sumbangan spt itu harusnya ada pemberitahuan ke wali murid semacam kumpulan gitu kesepakatan tapi ini tidak ada dan itu terjadi di sma negri bumiayu mohon pencerahannya pak wasalamualaikum warohmatullohiwabarokatuh dan terimakasih,Selesai,dinas pendidikan dan kebudayaan
ini urus dulu pa ganjar https t co dhxqrhgwlo amp ,Selesai,kabupaten brebes
proses pembuatan surat izin beli bbm terlalu pendek masya berlakunya trs ada spbu yg ga tanya surat pak sama wilayah kabupaten brebes gmn dong pak sebenarnya subsidi buat rakyat kecil pa yg menikmati cm orang yg punya mobil ,Selesai,kabupaten brebes
maaf pak mau tanya tentang bansos gini bulan september kemarin keluarga saya tidak dapat bansos beras telor karena kehabisan stoknya logika saya kalau bulan kemarin tidak dapat berarti untuk bulan ini dikalkulasikan paket bansosnya ,Selesai,dinas sosial
pengurusan jaminan pemeliharaan pengadaan barang dan jasa di bank jateng bumiayu kab brebes lambat,Selesai,bank jateng
petani kesulitan membeli bbm di spbu tapi para instansi pemerintah pada tutup mata padahal sangat membutuhkan buat ngairin sawah gimana pak ganjar ko gak ada tindakan dari pemerintah ,Selesai,kabupaten brebes
pak gubernur pembelian bbm di spbu terutama pertalite dan solar di daerah jawa barat bebas pake dirigen tapi di kab brebes ko dipersulit tolong penjelasannya ,Selesai,kabupaten brebes
mohon pembinaan peninjauan untuk kegiatan bumdes desa kramat sehubungan penyertaan modal yang diberikan kepada bumdes dari sumber dana desa tidak sedikit namun sampai saat ini belum terlihat hasil dari bumdes itu sendiri bahkan kegiatan usaha bumdes seakan vakum terimakasih semoga ditanggapi,Selesai,kabupaten brebes
mohon ijin bertanya apakah pelayanan hari jumat di kecamatan bumiayu cuma sampai jam tadi saya mau bikin rekam ktp buat ibu karna mau buat ngurus bpjs di karenakan ibu sakit tp katanya sudah tutup kantor kecamatan cuma sampai jam mohon untuk di cek maturnuwun,Selesai,kabupaten brebes
desa bangbayang sekarang ini sedang resah dengan adanya wacana pembangunan waduk di kec bantarkawung dan katanya wacana itu sudah di setujui dari pusat apakah itu benar ,Selesai,dinas pekerjaan umum sumber daya air dan penataan ruang
pasar linggapura kapan direnovasi pak semua atap pasar sudah pada bocor,Selesai,kabupaten brebes
pak penerangan jalan di tikungan balaikambang dan pasar linggapura mohon diperbanyak,Selesai,kabupaten brebes
pak ganjar punten dinas kabupaten brebes tu lelet dlm bekerja kalau bs langsung dari semarang yg turun pak kami mhn sebelum masyarakat bertindak anarkis ,Selesai,kabupaten brebes
selamat malam pak gubernur pak ganjarpranowo di desa bangbayang dan sekitarnya kec bantarkawung kab brebes tentang pembangunan waduk apakah benar lalu bagiamana keputusannya karena rumor tentang pembangunan waduk sekitar daerah kami sangat meresahkan warga sekitar jangan sampai lama keputusannya ditunggu segera sehingga warga dapat tidur nyenyak terimakasih,Selesai,dinas pekerjaan umum sumber daya air dan penataan ruang
pak tolong rakyat kec bantarkawung kab brebes pak yg kabarnya akan dijadikan waduk kami sudah damai hidup disana pak tolong kami supaya rencana itu dibatalkan bakal ada ribuan orang yg kehilangan tempat tinggalnya pak bantu up,Selesai,dinas pekerjaan umum sumber daya air dan penataan ruang
assalmualaikum pak ganjar pranowo sy warga jateng brebes salem mau menyampaikan aduan kenapa jalan raya bumiayu salem dari dulu masih aja rusak amburadul padhal itu jalan adalah akses utama dari kota menuju kecamatan salem kalaupun diperbaiki paling cuma sepotong ga total menyeluruh sampe daerh salem kalau saat musim hujan tiba jln berlubang dan bnyk genanagan air semenjak kepemimpinan bpk udh dua periode dan bupati idza periode juga blm ada perbaikan padahal kecamatan salem termasuk basis pdip yg bnyk menyumbang suara untuk bpk dan bu idza tolong ya pak ditindak lanjuti sekian dan terima kasih,Selesai,dinas pekerjaan umum bina marga cipta karya
 ganjar pranowo mohon tanggapan nya pak didesa saya ada pembuangan limbah beracun secara diam lokasi di kumtamen dala tonjong kabupaten brebess,Selesai,kabupaten brebes
sudah bulan air pam di perum colotan gandasuli keruh belum ada penanganan berarti bayar tiap bulan tp hasilnya seperti itu tolonglah ditindak lanjuti air sangat sangat tidak layak jangan merugikan konsumen,Selesai,kabupaten brebes
tolong pak untuk pembikinan ktp di wilayah brebes knp sllu blankon y abis dan saya saya mhon tolong di kontrol lagi kantor kecamatan y dan kantor dukcapil y supaya kliatan bgaimana kinerja mereka,Selesai,kabupaten brebes
pekerjaan jembatan ciheuleut desa sindangwangi bantarkawung brebes jembatan belum bulan setelah jadi tapi jembatan sudah rusak pendasi miring dan tanah amblas jembatan itu dengan anggaran rp mohon pak dikaji ulang terimakasih,Selesai,dinas pekerjaan umum bina marga cipta karya
dari tahun ke tahun cuma bronjong dan bronjong warga ingin talud beton agar keamanan warga pinggir kalikeruh bisa terjaga untuk bupati bpk gubernur dan dewan dprd dprprov maen lah ke desa kami agar tau kenyataan yg ada di dk krjan kalierang kec bumiayu kab brebes prov jawa tengah sedia payung sebelum hujan tolong realisasikan keinginan warga sebelum terjadi hal yang tidak di inginkan sumber crez ex facebook bumiayu inibumiayu,Selesai,dinas pekerjaan umum sumber daya air dan penataan ruang
pak ganjar pranowo apakah benar pembangunan waduk berkapasitas milyar kubik air di daerah brebes selatan kec bantarkawung sudah di acc pemda jateng dan akan segera direalisasikan pak soalnya rakyat sudah resah dan mulai demo ke kecamatan bantarkawung krena ada kabar berita seperti itu pak akan ada puluhan ribu rakyat yg terusir dari tanah kelahirannya sendiri pak mohon bantuannya terimakasih,Selesai,dinas pekerjaan umum sumber daya air dan penataan ruang
pak di brebes limbah pabrik mengalir sampai di pekarangan rumah dan persawahan pak yg pasti menimbulkan bau yang tidak sedap,Selesai,kabupaten brebes
saya sudah tahun bikin ktp ngga jadi jadi saya bekerja di jakarta tiap bulan saya ambil cuti kerja hari tapi pas ke kantpr kecamatan selalu habis blankonya,Selesai,"dinas pemberdayaan masyarakat, desa, kependudukan dan pencatatan sipil"
selamat pagi pak gubenur pada tgl desember nanti di desa saya akan di adakan pilkades dengan calon tetapi ada dr salah satu calon sunarto beserta pendukung nya melakukan tindak kan yg tidak menyenang kan seperti mengintimidasi merusak rumah membuat tidak nyaman warga dan melakukan tindakan yg tidak wajar kepada warga yg tdk mau memilih dia perlu di ketahui byk sekali warga yg merasa tertekan dan ketakutan sehingga byk yg mengungsi sementara karena utk mengindari hal yg tdk di ingin kan banyak yg sudah melakukan kepada yg berwajib tetapi seperti ny belum ada tindakan khusus utk para pelaku saya mohon di tinjau atau di berikan kenyamanan utk warga yg mendapat tekanan atau intimidasi karena tiap hari semakin brutal dan anarkis untuk lebih tepat nya ini terjadi di desa pamengger wetan kecamatan jayibarang kab brebes saya memang sudah tidak mempunyai hak pilih karena ktp saya sudah dki tetapi saya menghawatirkan kepada semua yg mendapat tekanan jg intimidasi termasuk abang ipar saya yg sudah kena pukul karena di bilang cari masa kasus sudah di laporkan jg tetapi pelaku sampai saat ini masih bebas berkeliaran perlu saya info byk warga yg mengungsi atas kejadian ini untuk sementara waktu dan hal ini terjadi sekitar pertengahan oktober sampai sekarang mohon di tindak lanjuti pak atau di berikan kenyaman agar warga yg mengungsi tidak takut untuk kembali ke desa nya karena banyak kerugian yang di dapat warga seperti aktifitas ke sawah anak sekolah atau yg berdadang jd terhalang gara ulah pendukung salah satu calon demikian pengaduan ini saya laporkan karena sayabaru mendapat kan info dan link dari salah satu yg berkomentar di fb saya terima kasih semoga bpk gubenur selalu di berikan kesehatan dan panjang umur salam dari saya sekluarga ,Selesai,kabupaten brebes
masih banyaknya pengangguran di wilayah losari untuk laki laki berbanding terbalik dengan perempuan kurangnya penyerapan pribumi di pabrik pabrik,Selesai,dinas tenaga kerja dan transmigrasi
kami tidak mau jadi penonton melihat orang luar jateng bekerja sedangkan warga jateng banyak yang menganggur terutama laki bukankah dibangunya pabrik untuk meningkatkan kesejahteraan warga brebes tapi mengapa saya sebagai warga losari kab brebes merasa sulit untuk bekerja di daerah sediri,Selesai,kabupaten brebes
pak gnjar sya pribadi besrta warga dukuh cikuya menolak galince gunung bendera mohon di tutup kami menolak keras pertmbangn itu karna kami yg berada smpeng permbngn itu sya pribadi tinggal di sna dekt dengn lahn itu menolak tambang galince yg berletak di cikuya,Selesai,dinas energi dan sumber daya mineral
pak ganjar terhormat kami sebagai warga bangbayang kec bantarkawung resah atas pembikinan bendungan bantarkawung kami tidak ingin tanah kelahiran kami di jadikan bendungan kenapa rakyat yg kena imbas nya sedangkan mata pencaharian kami lumayan di sini kami sangat menolak keras pembuatan bendungan di kec bantarkawung tolong dengar lah keluh kesa kami dimana kami sedang resah tolong tolak pak kenapa yg hidup mau di tenggelamkan sedangkan yg mati di laut aja di cari tolong dengar lah nasib rakyat mu terimakasih ,Selesai,dinas pekerjaan umum sumber daya air dan penataan ruang
asalamualaikum pak sebelumnya mohon maaf saya mewakili masyarakat kecamatan bantarkawung kab brebes izin lapor kami di beberapa desa kecamatan bantarkawung kab brebes sangat resah dan khawatir dengan adanya rencana pembangunan waduk di kec bantarkawung yang akan menenggelamkan beberapa desa aksi demo penolakan masyarakat telah terjadi dua kali minggu kemarin dan hari ini kami telah meminta kepada wakil rakyat kab brebes yang sampai sekarang belum ada jawaban dan kepastian kami sangat memohon kepada bapak selaku gubernur jateng agar pembuatan waduk di tanah kami di batalkan terimakasih wassalamualaikum wr wb,Selesai,dinas pekerjaan umum sumber daya air dan penataan ruang
assalamualaikum pak gubernur lapor lampur penerangan jalan di jalan ahmad yani desa ketanggungan rusak pak atau tidak menyala ada dua lampu penerangan jalan matur suwun pak,Selesai,kabupaten brebes
pak ganjar pranowo tolong urus masalah pembangunan bendungan bantarkawung brebes kami tidak mau tanah kelahiran kami dijadikan bendungan hari ini warga sedang melakukan demo penolakan dan bupati brebes kabur tidak menemui berdialog dengan perwakilan kami ,Selesai,dinas pekerjaan umum sumber daya air dan penataan ruang
asalamualaikum pak saya atas nama warga kecamatan bantarkawung kab brebes jawa tengah mohon bantuanya terhadap pembuatan waduk yang akan menenggelamkan beberapa desa di kecamatan bantarkawung mohon bantuanya terhadap masyarakat kec bantarkawung karna harus kemana lagi warga kami meminta bantuan terimakasih wasalamualaikum wr wb,Selesai,dinas pekerjaan umum sumber daya air dan penataan ruang
pak ganjar badhe tangled niku issu bendungan teng kec bantarkawung kab brebes pripun saniki smpun rame demo njih kulo tiyang bantarkwung mtru nwun,Selesai,dinas pekerjaan umum sumber daya air dan penataan ruang
kami sangatt menolak keras pembuatan waduk di kec bantarkawung dimana hati nurani mu para pejabat tinggi yg tenggelam di lautan aja di cari masa yg hidup di tenggelamkan yg terhormat pak ganjar pranowo tolong lah dengar keluh kesah kami kami sangat resah tanah kelahiran kami akan di bikin waduk tolak keras bendungan kec bantarkawung,Selesai,dinas pekerjaan umum sumber daya air dan penataan ruang
kami warga bantarkawung kab brebes menolak keras pembangunan waduk bantarkawung tolong pa batalkan rencana pembangunan waduk bantarkawung tolakwadukbantarkawung,Selesai,dinas pekerjaan umum sumber daya air dan penataan ruang
tolong kepastian syarat pengajuan kur bank jateng yg saya tau tanpa agunan tp kenapa setiap kali saya mengajukan selalu ditanyakan agunan dan berubah berupa sertifikat tanah atau bpkb disertai dengan syarat tambahan apakah pengajuan kur sekarang memang sudah harus dengan agunan ,Selesai,bank jateng
air pdam di wilayah dukuh karang turi kelurahan bumiayu kecamatan bumiayu kabupaten brebes sudah minggu mati total tidak ada penjelasan dari pihak pdam mengenai hal tersebut masyarakat tetap dikenakan biaya normal nantinya pada saat bayar bulanan mohon ditindaklanjuti terimakasih,Selesai,kabupaten brebes
jalan cenang gegerkunci arah songgom rusak parah berglombang tanah liat kalau hujan banjir mohon di perbaiki dan disamakan dengan jalan daerah lain ,Selesai,kabupaten brebes
pakk tolong dana desa ngga nyampe ke desa dan yg menikmati pak kadesnya uang panitia pilkades juga dia tahan ngga di kasih ke panitia kami sudah muak lihatnya dia cm bisa memperkaya diri,Selesai,kabupaten brebes
 ganjarpranowo mohon dibantu pak ktp el di kab brebes bangkonya selalu kosong sudah menahun problem ini petugas selalu beralasan apa tidak ada solusi kongkrit untuk memudahkan masyarakat pak mohon dibantu suwun ndoro ,Selesai,"dinas pemberdayaan masyarakat, desa, kependudukan dan pencatatan sipil"
ternyata taun pun masih susah tuk mencari ilmu loh mas ganjarpranowo ini desa kalibannteng kec larangan kab brebes dah hari gk skolah di karnakn kaline banjir susah nyebrang sampan rusak jembatan drurat hbis di trjang banjir dn pemkab brebes sepertinya tutup mata ,Selesai,dinas pekerjaan umum bina marga cipta karya
laporan tentang dana desa adisana kecamatan bumiayu kabupaten brebes amburadul pak jalan di desa masih pada rusak ga ada kejelasan tentang transparasi dana desa fasilitas publik pun ngga ada,Selesai,kabupaten brebes
yth bpk gubernur tolong bpk gubernur harap di tinjau ulang program pkh banyak yg tidak tepat sasaran trma kasih di desa siasem dukuh kec wanasari kb brebes rt rw ,Selesai,dinas sosial
pak ganjar daerah tanjung brebes pesisir utara mohon bantu untuk pdam karna ditempat sy tinggal airnya asin dan untuk menyedot juga harus menggunakan kompesor klw pake sanyo udah ga bisa tolong ia pak ditindak lanjuti terima kasih,Selesai,kabupaten brebes
yth bpk gub ganjar pranowo tolong pak saya sangat minta tolong sudah tahun bulan saya dan istri saya hanya mengantongi suket surat keterangan dari kecamatan sedih rasanya pak tinggal di brebes lebis sadis dari kota kelahiran saya pekalongan blanko e ktp dicek di kecamatan maupun di dindukcapil selalu kosong sedangkan kakak ipar saya kemarin pulang dan menemui pegawai desa yang bertugas di kecamatan wong dalem hanya disuruh membayar rp yang katanya untuk wong dalem hari langsung selesai pak e ktp langsung jd padahal sudah jelas sebelum nya sy menelfon kecamatan maupun dindukcapil brebes dan menerangkan bahwa stok blanko e ktp kosong tp mengapa kakak ipar saya yang bermodalkan rp hari bisa memiliki e ktp sungguh sedih pak ini sungguh tidak adil ingin saya nangis pak sakit hati saya penantian saya tahun bulan kandas oleh rp ,Selesai,kabupaten brebes
kakak saya bekerja sebagai staff purchasing dan suami kakak saya sebagai g a di salah satu pabrik garmen di daerah brebes jawa tengah menikah karena sudah sama sudah bekerja tapi setelah menikah malah di suruh resign salah satu nya kemnakerri ganjarpranowo humasjateng,Selesai,dinas tenaga kerja dan transmigrasi
akses jalan utama di dukuh maribaya desa kalinusu kecamatan bumiayu kab brebes rusak berat jika hujan becek sampai separuh roda motor tenggelam kerusakan jalan sudah sejak tahun padahal di area tersebut terdapat kk penduduk ex pengungsi exodan dari aceh bp rusdianto sudah pernah lapor ke kades tapi belum ada respon mohon bantuan bp gubernur untuk membantu perbaikan jalan di dukuh maribaya desa kalinusu kecamatan bumiayu kab brebes,Selesai,kabupaten brebes
gawe ktp elektonik wes tahun wiwit nganti akhir tahun uangele blass pak ganjar pranowo mbok ditulungi warga seng koyo ngene pemprov jateng piye solusine enek warga kangelan gawe ektp wes bertahun tahun aku ki warga jawa tengah lan aku bangga dadi wong jateng tapi aku sangat kecewa karo layanan ektp ,Selesai,"dinas pemberdayaan masyarakat, desa, kependudukan dan pencatatan sipil"
pak ganjarpranowo dan idza priyanti tolong bantu untuk case ini pak dan bu ini warga desa saya keadaannya sangat memprihatinkan tepatnya di tegalreja kecamatan banjarharjo kabupaten brebes terimakasih tolong ditindak lanjuti pak dan bu ,Selesai,dinas sosial
jl akses desa siwuluh kec bulakamba kab brebes ke arah sander rusak parah mohon di perhatian nya pak ,Selesai,kabupaten brebes
pak tolong dong di daerah bumiayu tepatnya di jalan pasar talok sampe e kalierang itu kurang tertib pak bagi pengendara motor dan angkot mereka parkir di sembarang tempat lebih mirisnya lagi deket kantor polisi ini salah aparat atau warga yang kurang kesadarannya pak tolong untuk dibantu pak,Selesai,kabupaten brebes
bantuan dana untuk rumah yg tidak layak huni kok di desa saya gak merata alamat dusun sembung rt rw desa kelurahan pamulihan kecamatan larangan kabupaten brebes kode pos profinsi jawa tengah ,Selesai,dinas perumahan rakyat dan kawasan permukiman
nyuwun sewu pak ganjar mohon ditinjau dari kami yang mengeluhkan akses jalan untuk desa kami tercinta ini ada adik siswa siswi dan para petani yang mengeluhkan tentang akses jalan ini assalamualaikum wr wb saya sebagai siswa smp n songgom brebes ingin mengeluhkan tentang akses jalan menuju kesekolahan seragam kami yg bersih ternodai oleh genangan air yg kotor bukan hanya seragam sepatu pun kotor kami terkadang malu ketika sampai di sekolah dengan sepatu dan seragam yg kotor kami susah setiap harinya harus melewati jalan yg seperti ini apalagi saat musim hujan turun bahkan para petani pun ikut mersakannya sudah lama kami merasakan penderitaan seperti ini bahkan kaka kelas kami pun ikut merasakannya kami pun jadi tidak bersemangat untuk bersekolah kami mohon dengan sangat pada aparat desa songgom lor agar lebih memperhatikannya banyak keluhan yg ingin kami sampaikan tapi hanya ini yg dapat kami sampaikan wasaalamualaikum wr wb,Selesai,kabupaten brebes
se sibuk itu kah pa gubernur ganjarpranowo hingga tak menghirau kan keluha kami masyarakat desa cikuya kec banjar harja kab brebes yang sedang ke takutan masalah proyek galian c gunung bendera translate tweet,Selesai,dinas energi dan sumber daya mineral
tolong batalin pembangunan bendungan cipamali pak di brebes selatan krna itu dampaknya buat masyarakat sangat tidak baik dan kami masyarakat brebes selatan menolak keras tlng di perhatikan pak trm ksh,Selesai,dinas pekerjaan umum sumber daya air dan penataan ruang
pak gubernur saya mau tanya mengenai pad dari tanah bengkok itu sebenarnya bagaimana karena di lain pihak mengatakan bahwa kepala desa dan perangkat desa tidak berhak mengaku memiliki bengkok namun kenyataan yang ada kepala desa dan perangkat desa masih menyewakan bengkok secara individu bahkan bengkok eks perangkat desa yang sudah purna juga selalu disewakan tanpa ada kejelasan ini terjadi di desa kramat kecamatan jatibarang brebes semoga ditanggapi,Selesai,"dinas pemberdayaan masyarakat, desa, kependudukan dan pencatatan sipil"
saya bikin ktp dari th lalu blm jadi sampai sekarang desa winduaji kecamatan paguyangan kabupaten brebes,Selesai,"dinas pemberdayaan masyarakat, desa, kependudukan dan pencatatan sipil"
mohon perhatian dari pemkab brebes bu idza priyanti dengan keadaan jalan kabupaten di desa larangan brebes yg sangat vital kondisinya seperti ini mohon segera diperbaiki krn pihak desa larangan tidak punya kewenangan cc pak gub ganjarpranowo,Selesai,kabupaten brebes
pagi pak menginformasikan sudah hampir tahun lebih jalan desa siwuluh penghubung bangsri sangat tidak layak selain memutus perekonomian pedagang juga jalan akses satu satunya penghubung desa mohon untuk menindak lajutkan ke dinas terkait pak tanah brlumpur yg berawal brmaksud untuk membuat jalan rata malah membuat pengendara jatuh satu karena musim penghujan akhirnya tanah urug yg seharusnya bisa membuat jalan lebih baik malah sebaliknya mohon utk ditindak lanjuti pak lok ds siwuluh kec bulakamba kab brebes,Selesai,kabupaten brebes
maff pak kenapa saya bikin ktp gak jadi jadi padahal sekarang apa serba katp,Selesai,"dinas pemberdayaan masyarakat, desa, kependudukan dan pencatatan sipil"
pelayanan bayar pajak kendaraan di samsat tanjung dan pembuatan plat nomor polisi tahunan sekali di samsat brebes sudah cukup memuaskan bagi saya tertib cepat tdk ada pungli tetapi disisi lain pelayanan pembuatan ktp elektronik di wilayah kami kec kersana kab brebes sungguh sangat memalukan dan menyedihkan terlalu lama dari april s d des saya baru dapat e ktp itupun saya harus dengan cara yang tidak umum saya sangat kecewa dengan pelayanan seperti ini wahai pemprov jawa tengah terkhusus gubernur jawa tengah dengar dan lihat lah wargamu mengadu karena saya kadung dan terlalu cinta dengan jawa tengah maka perhatikanlah kami ternyata masih ada praktek korupsi penyalahgunaan jabatan dan kesewenang wenangan abdi negara asn di daerah kami kersana brebes jateng ,Selesai,badan pengelola pendapatan daerah
apakah ketika meminta tanda tangan harus camat harus membayar,Selesai,kabupaten brebes
assalamualaikum pak gubernur yang terhormat mohon maaf saya ingin melaporkan pembuangan limbah b yang sengaja dibuang disungai kami sungai kami pun menjadi hitam warnanya padahal sungai kami mengalir ke sungai pemali sampai ke laut dan air yang terkena limbah b kami gunakan untuk saluran irigasi pertanian kami ijin pabrik itu awalnya pengolahan batu gamping akan tetapi disalah gunakan untuk penampungan limbah b dari kota kota besar dan dijadikan lahan bisnis oleh mereka yang tak bertanggung jawab mohon untuk segera ditindak lanjuti pak kalau bisa dicabut ijinnya karena kejadian ini sudah berlangsung selama tahunan tapi tidak ada tindak lanjut mereka masih saja menampung limbah b yang dari luar kota dan dengan sengaja mengalirkannya ke sungai kami karena ini menyangkut harkat hidup orang banyak mereka membunuh kami secara perlahan lahan pak kepada siapa lagi kami harus mengadu letak pabrik pengolahan batu gamping itu di desa karang dawa kecamatan margasari kabupaten tegal provinsi jawa tengah negara indonesia,Selesai,dinas lingkungan hidup dan kehutanan
mohon untuk perbaikan jalan poros desa di desa tambakserang kec bantarkawung kab berebes ,Selesai,kabupaten brebes
jalan dari cenang sampai songgom rusak parah berlubang kalau hujan banjir,Selesai,dinas pekerjaan umum bina marga cipta karya
