"yth pak ganjar.. saya warga brebes ingin menyampaikan keluhan, jalan didaerah tonjong rusak parah, jalannya berlubang cukup dalam, tinggal area tengah yg masih bisa dilalui, sering terjadi macet dan sangat membahayakan apalagi pas turun hujan. mohon diperhatikan pak, sebab selama ini belum ada usaha perbaikan. atas perhatiannya saya ucapkan terimakasih.","dinas pekerjaan umum bina marga cipta karya","","","",""
"pak jalan prupuk sampe tonjong setiap hari macet parah dikarenakan jalan yang sangat rusak parah","dinas pekerjaan umum bina marga cipta karya","","","",""
"ass. ngapunten pak kulo amir warga brebes. mau menympaikan kalo jalan pantura rusak parah kusus ny d brebes.dr perbtsn brbes crebon. sampai ke tegal. byak lobang. m0h0n d tindak lanjuti pak gubernur. matursuwun.","dinas pekerjaan umum bina marga cipta karya","","","",""
"assalamualaikum wr. wb. kami warga purwodadi mengucapkan banyak terima kasih kepada bpk gubernur yg telah menutup kegiatan penambangan di hulu kali bara kec tonjong brebes. dan selanjutnya kami ingin menyampaikan nampaknya kegiatan penambangan tsb masih berlangsung secara manual dgn tenaga manusia, kami mohon untuk di tinjau kembali dan tindak lebih tegas lagi untuk segera di tutup total karena kami khawatir akan dampak buruk pd lingkungan selanjutnya. terima kasih bpk gubernur dan semoga di beri kesehatan selalu.. wasallamualakum wr. wb..","dinas energi dan sumber daya mineral","","","",""
"assalamualaikum wr.wb. selamat siang bpk gubernur ganjar,,,nama saya muhlisoh warga asli kalinusu kec.bumiayu kab.brebes didesa saya ada penambangan pasir dengan menggunakan alat-alat berat seperti beko disungai pemali yang dialiri dua arus sungai sekaligus yakni sungai pemali dan sungai keruh,,,saya tahu kalau proyek tersebut sudah resmi...tapi saya sangat sedih karena dengan adanya proyek tersebut mengancam lahan perkebunan dan persawahan yang ada disekitar sungai pemali,,,kami petani sepenuhnya menggantungkan perekonomian kami dilahan tersebut,,,terus bagaimana nasib kami kalau lahan kami rusak???ditambah lagi anak-anak sekolah harus melewati sungai yang setiap hari dikeruk sedalam lebih 2meter,,,telah banyak warga jadi korban karena terperosok galian penambangan pasir tersebut pak ganjar,,,saya miris melihat keadaan sungai dan sekitarnya semakin rusak tak ada batas galian sedangkan kami para warga mau kepasarpun melewati sungai pemali itu pak,,,kalau lahan kami rusak apakah kami harus merantau kedesa/kota orang lain????bagaimana desa kami bisa maju kalau warganya saja merantau kedesa/kota orang??? saya memohon sekali kepada bapak gubernur ganjar untuk mencabut izin penambangan pasir tersebut..sekian terimakasih wassalamualaikum wr.wb","dinas energi dan sumber daya mineral","","","",""
"assalamualaikum wr.wb. selamat sore bpk gubernur ganjar,,,nama saya lisna warga asli kalinusu kec.bumiayu kab.brebes didesa saya ada penambangan pasir dengan menggunakan alat-alat berat seperti beko disungai pemali yang dialiri dua arus sungai sekaligus yakni sungai pemali dan sungai keruh,,,saya tahu kalau proyek tersebut sudah resmi...tapi saya sangat sedih karena dengan adanya proyek tersebut mengancam lahan perkebunan dan persawahan yang ada disekitar sungai pemali,,,kami petani sepenuhnya menggantungkan perekonomian kami dilahan tersebut,,,terus bagaimana nasib kami kalau lahan kami rusak???ditambah lagi anak-anak sekolah harus melewati sungai yang setiap hari dikeruk sedalam lebih 2meter,,,telah banyak warga jadi korban karena terperosok galian penambangan pasir tersebut pak ganjar,,,saya miris melihat keadaan sungai dan sekitarnya semakin rusak tak ada batas galian sedangkan kami para warga mau kepasarpun melewati sungai pemali itu pak,,,kalau lahan kami rusak apakah kami harus merantau kedesa/kota orang lain????bagaimana desa kami bisa maju kalau warganya saja merantau kedesa/kota orang??? saya memohon sekali kepada bapak gubernur ganjar untuk mencabut izin penambangan pasir tersebut..sekian terimakasih wassalamualaikum wr.wb","dinas energi dan sumber daya mineral","","","",""
"assalamualaikum wr.wb. selamat sore bpk gubernur ganjar,,,nama saya wihartii warga asli kalinusu kec.bumiayu kab.brebes didesa saya ada penambangan pasir dengan menggunakan alat-alat berat seperti beko disungai pemali yang dialiri dua arus sungai sekaligus yakni sungai pemali dan sungai keruh,,,saya tahu kalau proyek tersebut sudah resmi...tapi saya sangat sedih karena dengan adanya proyek tersebut mengancam lahan perkebunan dan persawahan yang ada disekitar sungai pemali,,,kami petani sepenuhnya menggantungkan perekonomian kami dilahan tersebut,,,terus bagaimana nasib kami kalau lahan kami rusak???ditambah lagi anak-anak sekolah harus melewati sungai yang setiap hari dikeruk sedalam lebih 2meter,,,telah banyak warga jadi korban karena terperosok galian penambangan pasir tersebut pak ganjar,,,saya miris melihat keadaan sungai dan sekitarnya semakin rusak tak ada batas galian sedangkan kami para warga mau kepasarpun melewati sungai pemali itu pak,,,kalau lahan kami rusak apakah kami harus merantau kedesa/kota orang lain????bagaimana desa kami bisa maju kalau warganya saja merantau kedesa/kota orang??? saya memohon sekali kepada bapak gubernur ganjar untuk mencabut izin penambangan pasir tersebut..sekian terimakasih wassalamualaikum wr.wb","dinas energi dan sumber daya mineral","","","",""
"assalamualaikum ... pak ganjar tolong jalan brebes - bumiayu di perbaiki ... jalannya sudah tidak layak ... dan sudah banyak pula terjadi kecelakaan gara jalan rusak .. terimakasih","dinas pekerjaan umum bina marga cipta karya","","","",""
"selamat pagi salam sejahtera.saya imam sujadi sebagai warga jawa tengah ingin menyampaikan keluhan..kemarin saya melakukan perjalanan ke daerah brebes dan di sana banyak sekali jalan yang berlubang dan penerangan jalan yang sangat kurang.tolong buat jalan itu segera di betulkan krn dapat membahayakan warga yang melintas di daerah brebes apalagi kalau malam hari sangat membahayakan terutama pengguna sepeda motor","dinas pekerjaan umum bina marga cipta karya","","","",""
"assalamualaikum pa ganjar kami warga dukuhturi,ketanggungan,brebes yg terkena jalan fly over dermoleng tolong di cairkan se segera mungkin uang ganti rugi tanah & bangunan, yg sudah masung rek masing2 warga (di cetak di buku tabungan) per tgl 27 desember 2016 kata pihak bank mandiri nya nunggu perintah dari pa helmi (satker) kata pa helmi nunggu yg 5 org minta tambhn ganti rugi bangunannya padahal yg 5 org sama sudah dil, proyek sudh dimulai, trimakasih","dinas pekerjaan umum bina marga cipta karya","","","",""
"assalamualaikum gimana pa sudah di sampaikan belum masalh ganti rugi untuk fly over di dermoleng,desa dukuhturi, ketanggungan brebes belum bisa di cairkan masih di blokir di bank mandiri cabang brebes padahal sudah di cetak di buku tabungan masing2 warga sudah satu bulan lebih uang nya ada di bank mandiri nunggu apa lgi ? apa nunggu berbunga dulu?","dinas pekerjaan umum bina marga cipta karya","","","",""
"yth. gubernur jateng bpk. h. ganjar pranowo assalamualaikum dg hormat, pa gubernur, jembatan di bwh jln tol pejagan sering banjir yg mengakibatkan jalan rusak & berlubang parah. ini bisa menimbulkan korban. jalan keluarnya mgkn jembatan tol di angkat/ di naikkan, agar jl bwh jembatan bisa di tinggikan spy tdk banjir lg.","dinas pekerjaan umum bina marga cipta karya","","","",""
"assalamualaikum kepada yth. bpk ganjar ganti rugi tanah & bangunana untuk jalan layang ( fly over) di dermoleng untuk desa dukuhturi,ketanggungn brebes selatan rel ka belum cair masih di blokir bank mandiri cabng brebes katanya nunggu perintah satker bina marga a/n p helmi sudah 1 bln lebih uang ada di bank nya sudah d cetak d buku tabungn warga per tgl 27/12/2016 sedangkan utara rel sudah cair, rakyat di layani bukan pejabat yg di layani..terimaksih","dinas pekerjaan umum bina marga cipta karya","","","",""
"kali pemali tanggulnya yg trletak di kab brebes di wilayah kecamatan brebes parah","dinas pekerjaan umum sumber daya air dan penataan ruang","","","",""
"bapak ganjar gubernur jateng tercinta. warga brebes sangat terganggu dengan bangunan wqrung yg berada di sepanjang jalan sungai brebes ke arah jatibarang terutama desa terlangu. sehingga menyebabkan banjir besar kemarin dan saat ini. mohon bongkar dalam minggu ini agar banjir surut.","dinas pekerjaan umum bina marga cipta karya","","","",""
"letak tanah ds.cigedok kec.kersana kab.brebes luas 38.200m2. indikasi tanah terlantar,kami sudah urus sampe pusat.bahkan kami diminta untuk bikin pernyataan penyerahan sebagian tanah kepada negara seluas 4.767m2.kami sudah penuhi semua syarat.tp dh 1th blm ada keputusan.kami punya beban sama konsumen karna sertifikat g bisa di seplit,270 konsumen mundur tdk jd beli perumahan tsb.","dinas kesehatan","","","",""
"lapor ade irfan brebes yth pak ganjar pranowo. knapa bangub jateng 9.000.000.000 yg untuk bantuan rehab stadion karangbirahi di hapus??? kami jg bagian dr jawa tengah yg mngingkn fasilitas stadion layak agar anak muda brebes bisa mngharumkn nama jateng. jateng adala juara piala soeratin nasional pak. yg di wakili persab brebes . kami sangat mngingginkn stadion layak. mohon untuk bisa di realisaisikan. maturauwun","dinas kesehatan","","","",""
"asalamualaikum .. lapor hanif brebes pak ganjar pranomo, kenapa dana apbd provinsi yang katanya 9 milyar untuk membantu renovasi stadion karang birahi brebes tahun 2017 di hapus? kami warga kabupaten brebes sudah menanti dana tersebut pak ganjar pranomo yang sangat kami hormati tolong lihat kami di daerah tapal batas ini pak trimakasih wasalamualaikum wr.wbr","dinas kesehatan","","","",""
"lapor cipto brebes pak ganjar pranowo, kenapa dana apbd provinsi yang katanya 9 milyar untuk membantu renovasi stadion karangbirahi brebes tahun 2017 dihapus? kami warga kabupaten brebes sudah menanti dana tersebut. tolong beri kami keadilan pak","dinas kesehatan","","","",""
"lapor rifkih hidayat brebes pak ganjar pranowo, kenapa dana apbd provonsi yang katanya 9 milyar untuk membantu renovasi stadion karangbirahi brebes sudah menanti dana tersebut. tolong beri kami keadilan pak","dinas kesehatan","","","",""
"lapor syukron mf brebes assalamualaikum yth. gub jateng bpk ganjar pranowo kami warga brebes sungguh menantikan bangub 9m utk stadion karang birahi, kiranya bapak mengabulkan harapan kami demi kemajuan sepakbola jawatengah . suwun pak","dinas kepemudaan, olahraga dan pariwisata","","","",""
"lapor miftakhudin brebes assalamualaikum pak gubernur maaf mengganggu waktunya kami suporter persab brebes mau tanya,kenapa dana apbd provinsi yang katanya 9 milyar untuk membantu renovasi stadion karangbirahi brebes 2017 di hapus?tolong beri kami keadilan pak","dinas pekerjaan umum bina marga cipta karya","","","",""
"lapor bani syaifullah brebes, pak ganjar pranowo yg kami hormati kami menunggu janji bapak. yang katanya akan memberi anggaran dana apbd provinsi 9 milyar untuk merenovasi stadion karangbirahi brebes. kami warga kabupaten brebes menanti janji bapak. matursuwun","dinas kepemudaan, olahraga dan pariwisata","","","",""
"assalamualaikum... pak ganjar yg saya hormati saya perangkat desa, desa sindangjaya kec. kersana kab. brebes... mau mengusulkan ptapd / gaji perangkat desa saya mohon di transfer lewat bank jateng saja... biar lebih praktis pak... terimakasih","dinas kesehatan","","","",""
"assalamualaikum pa gubernur tolong bilangin ke bina marga kab.brebes tolong jalan2 di ketanggungan selatan khusus nya setelah bendungan cisadap banyak jalan longsor ada 5 titik bisa bertambah sangat berbahaya buat para pengguna jalan apalagi klw malam hari karna tidak ada jalur lisrik nya karna jalan tidak melewati desa di luar desa masuk hutan tpi hutan gundul trimakasih","dinas pekerjaan umum bina marga cipta karya","","","",""
"mohon ijin melaporkan pak gub yg terhormat dalam bulan ini di fo kretek bumiayu telah banyak kejadian kecelakaan kendaraan baik truk besar rem blong//roda 4 maupun roda 2 sehubungan dgn hal tersebut kami sebagai warga sekitar mohon bantuan dsolusi dr bpl gub yg terhormat agar tidak lg ada korban jiwa yg meninggal dunia. trims","dinas perhubungan","","","",""
"lapor pak gubernur,,tolong di tindak pungli e ktp di daerah brebes ,lebih tepatnya kelurahan baros,kecamatan ketanggungan,,oknum pegawai kantor kelurahan memintai uang buat yg mau ambil e ktp di kantor kelurahan ,,,!!!mohon di tindak lanjuti yg berkewenangan dngn hal ini","dinas pemberdayaan masyarakat, desa, kependudukan dan pencatatan sipil","","","",""
"pak gub mohon di perbaiki info pajak online wil brebes tidak on mohon bantuan nya","badan pengelola pendapatan daerah","","","",""
"slmt malam.apakah dikecamatan kersana brebes tidak ada alat cetak ektp.karena petugas kecamatan pakai alasan itu..mohon pencerahan.terimakasih","dinas pemberdayaan masyarakat, desa, kependudukan dan pencatatan sipil","","","",""
"sebelum nya saya minta maaf pak gubernur,saya mau menanyakan masalah pembuatan ktp di kabupaten brebes, banyak keluhan dari masyarakat bahwa sanya pembuatan ktp di kabupaten brebes tidak berjalan dengan baik, banyak juga masyarakat yg marah gara2 bikin ktp gak bisa, ada juga yg bikin ktp sampai satu tahun, bahkan ada juga yang sampai mau tiga tahun, katanya list nya belum ada tapi ko lama banget sampai mau lima tahun,mohon sarannya pak gubernur yang terhormat#trimakasih","dinas pemberdayaan masyarakat, desa, kependudukan dan pencatatan sipil","","","",""
"assalaamualaikum warahmatullahi wabarokatuh untuk mengurus ganti kartu askes ke kis di kantor bpjs kesehatan brebes lola, bahkan kalau individu yang ngurus tidak dilayani. beda dengan kota tegal, lima menit jadi? mohon brebes bisa dipantau, jadi pnsnya bisa maksimalkan jam kerja. terima kasih","bpjs kesehatan","","","",""
"tolong pak ganjar kenapa sampai saat ini pembuatan ktp di brebes sangat sulit. alasannya blanko tidak ada. penggantinya hanya diberi kertas hvs selembar yang harus diperpanjang terus menerus. dikarenakan ktp sangat penting dalam segala hal di negara ini, tolong pak ganjar memantau dinas terkait. salam..","dinas pemberdayaan masyarakat, desa, kependudukan dan pencatatan sipil","","","",""
"bapak gubernur,saya mewakili dari semua orang yang masih ""nganggur"" di daerah brebes...berilah kami lapangan pekerjaan di daerah kami sendiri...bukan malah merantau di kota orang...tolong pak gubernur, semoga suara kecil dari pengangguran ini terbaca oleh pak gubernur...terima kasih","dinas tenaga kerja dan transmigrasi","","","",""
"yth. pemerintah provinsi jawa tengah, saya mendapat info dari tetangga saya, bahwasannya dia dikenakan uang rp. 750.000 untuk pembuatan akta kelahiran di desanya. kami tahu bahwa, sekarang untuk pembuatan akta kelahiran harus dilakukan di kabupaten. maka dari itu, petugas desa yang 'membuatkan' akta tersebut juga menginformasikan bahwa pembuatannya dilakukan di kabupaten. dan uang tersebut bertujuan sebagai ongkos menuju kabupaten dan juga untuk percepatan pembuatan. dan perlu diketahui, memang jarak antara kecamatan menuju kabupaten sekitar 65 km. lokasi kami berada di desa pruwatan, kecamatan bumiayu, kabupaten brebes, jawa tengah. yang disayangkan selain pembuatan akta dikenakan tarif segitu besarnya, juga mengapa sekarang segala kepengurusan harus dilakukan di kabupaten? jauh sekali itu. rugi ongkos dan rugi waktu. masih mending kalau punya transportasi aman, nyaman, murah, seperti krd, atau brt. mohon ditindaklanjuti, terima kasih","dinas pemberdayaan masyarakat, desa, kependudukan dan pencatatan sipil","","","",""
"asslmkm, yth bgk gubernur, mohon segera ditindak para penggara lahan hutan lindung dan hutan produksi yg dijadikan lahan pertanian di wilayah brebes kususnya kec. paguyangan dan sirampog, sudah sangat menghawatirkan, nuwun , widodo hermanto","dinas lingkungan hidup dan kehutanan","","","",""
"asalamualaikum bapak gubernur bpak? saya lagi di rumah sakit brebes di rumah sakit umum banyak pasien yg terlantar dan petugasnya pada cuekin pasien pak","dinas kesehatan","","","",""
"selamat pagi pak gubernur, saya warga kabupaten brebes mau memperpanjang ho, siup dan tdp dikenai biaya yg cukup mahal, awalnya 22jt setelah lama blm saya ambil sekarng turun 11jtan, memang benar biaya perpanjannya sebesar itu? padahal di kab/kota tegal sdh gratis.","dinas perindustrian dan perdagangan","","","",""
"selamat siang ad yg perlu sya tanyakan. .untuk perpanjang plat berserta pajak bisa dlakukan scra online atau harus datang secra langsung. .karna sya berdomisilin d pekalongan sedangkan kendaraan sya berasal dr kab. brebes. .mohon saranya. .","badan pengelola pendapatan daerah","","","",""
"slmt siang pak ,saya didi mahmuri asal kec sirampog brebes peserta bpjs ketenaga kerjaan,sdang mngurus pencairan ,tp lg ada kendala di kslahan beda di tgl lhr antra tgl lhr di ktp sya dan dta perusahaan a/n pt sapta sarana sejahtera,pdhl data sya sdh kmplit,tp sya smpai detik ini blm prcya dan ga msk logika,soalnya yg barengan sma sya jg mngalami hal yg sma,tlong pak di tindak lanjuti di kntor bpjs purwokerto,trims ksh bnykmenurut kbar yg sya dngar dr msyarakat purwokerto si,petugas kantornya pd maen kotor pak,dulu kantor bpjs purwokerto mau di hancurin sma orang cilacap gara gara kjadian sprti ini pak,tp ini ke ulang lg, apakah kryawan kya gt msh layak untk di pekerjakan pak","bpjs kesehatan","","","",""
"pak gupernur sy cabut berkas motor di satlantas brebes jadinya 1bulan,dimintai uang 150rb,samsat 50rb tanpa kwitansi,gmna?","badan pengelola pendapatan daerah","","","",""
"assalamualaikum bpk gubernur.punten sebelum nya.kl sms kulo ada yg tdk berkenan di hati pak gub..begini bpk sy bekerja di sma negeri 1 tanjung kab.brebes sy ingin memohon kebijaksanaan pak ganjar sy mengajukan perceraian sdh sampai ke bkd. kulo mediasi bln maret pak ganjar tp sampai skarang blm ada kelanjutan dr pengajuan perceraian kulo bpk.kulo sampun di jor klowor sama suami selama 3th.kulo mengajukan perceraian krn sdh tdk ada keco2kan lagi.keluarga suami sll ikut campur.kulo sdh berusaha meminta tanda tangan suami utk surat perceraian tp sdh 3x kesana pihak suami tdk pernah mau tanda tangan.bahkan suami didatangi mlh lari","badan kepegawaian daerah","","","",""
"lapor pa gubernur ada banyak persoalan rumit dlm menangani surat2 dikantor dindukcapil kab brebes system pelayanan birokrasi yg masi belum memuaskan bwt warganya,sy memohon kpd pa gubernur agar ditindak lanjuti cara kinerjanya agar lebih profesional dlm pelayanan.terimakasih.","dinas pemberdayaan masyarakat, desa, kependudukan dan pencatatan sipil","","","",""
"ass.wr.wb pak gubernur yth, mhn bantuanya untk pembuatan ktp diwilayah pemkab brebes ko lama sekali, hanya diksh selembar kertas untk pengganti ktp smntr, dg alasan material ktp hbs, tetapi yg bikin sy heran apabila msh ada hbngan keluarga dg pegawai dukcapil pemkab brebes langsung jd ktp nya. mhn ditindak lanjuti pak gubernur. trmksh","dinas pemberdayaan masyarakat, desa, kependudukan dan pencatatan sipil","","","",""
"ass.wr.wb. pak gubernur yth, mhn bantuanya untuk pembuatan ktp diwil. pemkab brebes ko lama banget ya, bisa jadibpun hanya dikasih selembar kertas pengganti sbg ktp sementara, dg alasan material ktp hbs..tetapi alangkah terkejutnya saya melihat salah satu orang yg msh punya hbngan family dg pegawai dukcapil pemkab brebes dlm waktu 15 menit bs jadi dan material ada....apa material ktp hanya diperuntukan yg punya saudara di dukcapil ,semntara yg tdk punya family di dukcapil hanya secarik kertas...sementara saya lihat berita di televisi pak menteri mengatakan material sdh ga bakal kekurangan...mhn bantuan pak gubernur agar ditindak lanjuti...trmksh","dinas pemberdayaan masyarakat, desa, kependudukan dan pencatatan sipil","","","",""
"selamat siang pak ganjar, tolong pak perbaiki jalan berlubang antara pejagan sampai losari brebes. banyak sekali lubang jalan ny pak. terima kasih pak ganjar.","dinas pekerjaan umum bina marga cipta karya","","","",""
"dokter di puskesmas sirampog jarang datang, tetapi tidak pernah ada teguran dari atasan","dinas kesehatan","","","",""
"dengan meninggal nya bayi icha di dsa sidamulya kec wanasari kab brebes yg di indikasikan ada kesalahan dri pihak puskesmas . kami berharap pk ganjar turun langsung . perlu di ketahui bhwa di rsud bumiayu pun pegawainya sangat judes2ketus . mhon di perhatikan pk gub . klau abai jangan di pilih lagi","dinas kesehatan","","","",""
"assalamualaikum pak ganjar pranowo,, saya melihat dipostingan instagram bapak sedang meninjau permasalahan sampah yang ada di jawa tengah khususnya di brebes.. saya maulana ingin memberikan informasi mengenai metode pengolahan sampah menjadi kompos dalam waktu 1 hari dan mengusir lalat yang ada tempat penampungan sampah,, metode tersebut sudah sempat jalan di tempat penampungan sampah yang berada di samping kelurahan gandasuli brebes namun diberhentikan pemda setempat, padahal sudah menghasilkan kompos dari segi ekonomi pun bisa memberi tambahan untuk pekerja di tps dan dari segi lingkungan tidak serta lalat tidak ada. mohon kiranya bapak bisa meninjau metode ini supaya dapat mengatasi permaslahan sampah yang makin hari makin menumpuk. berikut video pengolahan sampah 1 hari di tps brebes yang dilakukan oleh tim maulana says green 3 dan pekerja tps https://www.youtube.com/watch?v=qkev5oklbz4","dinas lingkungan hidup dan kehutanan","","","",""
"pak tolong dong pak pasar banjarhajo kab brebes juga di renovasi,masa iya jalan kalo pagi dipenuhi pedagang. terimakasih","dinas perindustrian dan perdagangan","","","",""
"ketua rt di desa cikandang kec.kersana kab brebes ada yg sudah 20 tahun tidak diganti.mohon diperhatikan","dinas pemberdayaan masyarakat, desa, kependudukan dan pencatatan sipil","","","",""
"saya mau melapor pak..di desa tegalglagah rt 01 rw 01 kec.bulakamba kab.brebes. ada tempat prjudian sabung ayam.dan itu meresahkan msyrakat pak. prnah di gerebek satu kali..itu juga trjadi sudah 3 bulan yg lalu. smpai skrng tempat judi itu msih beroperasi. dan trnyata ada oknum polisi yg memback up pak. trkadang polisi itu datang cuma skdar nengok. skrng warga gak brani lapor polisi skitar..sebab takut di intimidasi. saya brharap sama bapak. trimksih","kepolisian daerah jawa tengah","","","",""
"assalamualaikum pak gub.....birokrasi di brebes kec.bulakmba amburadul pak... sya padahal setiap cuty pulang kmpung..cuma mau ngambil ktp...tpi smpe sekarang belum di cetak....sya sudah tlpon ±15 kali...responnya sama saja.... mohon disidak pak.....sya sudah capek pak bolak balik..,.blum ada omongan dri atasan...","dinas pemberdayaan masyarakat, desa, kependudukan dan pencatatan sipil","","","",""
"siang pak, saya mau mengadukan kenapa di daerah brebes khususnya wilayah kersana pembuatan ktp sangat lamban, sampai ada yg menunggu sampai berbulan - bulan. malah ada yg sampai 1 tahun belum jadi. mohon penjelasannya pak. terima kasih.","dinas pemberdayaan masyarakat, desa, kependudukan dan pencatatan sipil","","","",""
"assalamualaikum pak ganjar... di sekitar irigasi paguyangan brebes kalo malam hari kadang ada beberapa oknum polisi yg melakukan pungli kepada para supir kendaran yg bermuatan barang khususnya dgn cara menyetop ditengah jalan kendaraan yg sedang berjalan...semoga cepat ditindak ya pak,kasihan para sopir... matursuwun....","kepolisian daerah jawa tengah","","","",""
"kecamatan kersana gangguan, para warga yg mengantri dri kmren dan hari ini pada mengeluh..","dinas pemberdayaan masyarakat, desa, kependudukan dan pencatatan sipil","","","",""
"slmt pagi pak, saya mau tanya apa bisa membuat ktp di dukcapil brebes pak. karena di kecamatan kersana antrian membludak , sedangkan saya sedang dikejar waktu untuk membuat bpjs karena istri saya sedang mengandung.","dinas pemberdayaan masyarakat, desa, kependudukan dan pencatatan sipil","","","",""
"pak gubernur,bisakah disdukcapil brebes,punnya perwakilan yg bisa meringan kan warga brebes selatan,karena jauh sekali untuk mengurus akte dan kk","dinas pemberdayaan masyarakat, desa, kependudukan dan pencatatan sipil","","","",""
"mohon pak gubernur, usulan warga kaligangsa wetan rw 06 brebes atas kondisi tanggul das anak sungai kaligangsa yang memperhatikan dan ditakutkan pada saat musim hujan air meluap dikuatirkan tanggul tidak kuat dan jebol hingga kawasan perumahan rw 06 bisa terendam banjir setinggi orang dewasa.","dinas pekerjaan umum sumber daya air dan penataan ruang","","","",""
"salam sejahtera dan semoga sehat selalu, pak ganjar. saya berasal dari kab. brebes, mau bertanya pak. saya bekerja di suatu instansi pemerintahan sudah hampir selama 6 bulan, namun dari awal saya bekerja hingga kini. saya tidak mendapatkan gaji, kemana saya harus mengadu pak? sedangkan biaya hidup kini sangatlah tinggi, ditambah sekarang saya meresikokan ada anak dan istri. apakah saya harus kerja rodi atau kerja paksa seperti jaman penjajahan? sedangkan katanya semua sudah bergaji umr kab. brebes, tolong bantuannya pak. hanya pak ganjar yg merupakan sosok pemimpin yg bisa diandalkan, tidak seperti disini. semuanya serba uang dan uang. terimakasih pak ganjar, ditunggu bantuannya. #salam2periode","dinas tenaga kerja dan transmigrasi","","","",""
"assalamualaikum....mohon d tindak penambangan ilegal yg ada d ds negarayu kec.tonjong kab.brebes...yg mngkin akan mengakibatkan bencana longsor dsb'y....petugas d sini hya politik uang","dinas energi dan sumber daya mineral","","","",""
"jalan negarayu buniwah kec.tonjong kab.brebes rusak parah akibat banyak`y truk dam pengangkut batu x pedes hrap d perbaiki.....","dinas energi dan sumber daya mineral","","","",""
"salam:pa ganjar yth nma sya akip s.dri brebes sya tuna daksa.karna kecelakaan saat kerja di msia. sya udah mlamar kerja ke pt trdekat tp slalu ditolak mohon bantuanya pa ganjar.sya butuh kerja agar bsa menghidupi ibu n anak istiku","dinas tenaga kerja dan transmigrasi","","","",""
"asssalam kpd bp ibu pemprop jtengsaya sbgy msyarakat menghimbau supaya khusus y aliran induk sungay ci kabuyutan supaya ada pengurasan pke alat berat(beko) krna tepat y di desa nambo kcmtan banjar harjo sering trjadi luapan bnjir hinga ke pmukiman wargatrims slam dri wrga nambo banjar harjo","dinas lingkungan hidup dan kehutanan","","","",""
"selamat siang pak, saya warga desa salem, kabupaten brebes.. pak saya mau tanya, bukannya program dari bapak jokowi tentang pembuatan sertifikat gratis kepada para petani itu gratis yah? disini (desa salem) sudah ada pembuatan sertifikat gratis, namun kita diwajibkan membayar 400rb.. kata mereka uang tersebut digunakan untuk upah/pembayaran orang yg kerja (ngukur tanah dll). bukannya saat pak jokowi membagikan sertifikat gratis di daerah lain tidak adanya pungutan biaya apapun? tapi kenapa di desa kami adanya pungutan biaya hingga sebesar 400rb? dan satu lagi, pembayaran air pam di desa salem kenapa sangat mahal? sistem pembayaran yg sangat tidak jelas dan tidak transparan karena pembayarannya dengan didatangi petugas dari desa, dengan pembayaran sesuka mereka dan sangat mahal.. tolong perbaiki sistem pembayaran pam di desa kami pak.. disini mayoritas warganya kurang mampu dan kurang dalam pendidikan dan pengetahuan, jadi tolong jangan semakin dibodohi/dimanfaatkan oleh oknum yg tidak bertanggung jawab. terima kasih..","dinas perumahan rakyat dan kawasan permukiman","","","",""
"assalamualaikum maaf sebelumnya, yth bapak gubernur... sedikit ingin bertanya,knapa biaya pembuatan sim di setiap daerah berbeda2 pak? padahal masih satu provinsi,di brebes mencapai nominal 700.000... dan selisihnya mencapai 200.000. tepatnya di brebes dengan slawi...","kepolisian daerah jawa tengah","","","",""
"assalamu alaikum wr wb. nuwun sewu bp gubernur, tahun2 kapengker warga jawi tengah utamanipun para pns saha warga sekolah kadhawuhan nganhe basa jawi kanthi leres saben dinten kamis. ananging kadosipun wonten tltah brebes sak meniko sampun mboten malih. kawula nyuwun renaning penggalih bp gubernur mugi kersa paring dhawuh/ngengetaken malih dhumateng kawula sadaya ngengingi bab kasebat. matur nuwun bapak. (daryono - brebes).","badan kepegawaian daerah","","","",""
"ass pa ganjar. sy didi kt pac pdip. wkt silaturohim di dpc pdip brebes. sy smpaikn pngawaln mbantu warga yg mbtukn pertolongan medis. dan skrng ada lg. pasien adlh pengrus ranting pdip. kcelakaan hrs operasi syaraf di kariadi atau rsud purwokerto. permasalhan tdk punya bpjs.kis. dan kami sdh usahakn. tp yg jd kndala. stlh kcelakaan msh rsud brebes pakai umum krn wkt msk blm pny bpjs. smntara pasien tdk pnya kmampuan biaya krn prasehtra. mhn petunjuk.","dinas kesehatan","","","",""
"selamat malam pak, saya warga kec bumiayu, waktu itu saya bikin surat pindah dari brebes ke cirebon, waktu itu ada kesalahan no nik yg di cantumin di surat pindah itu bukan nik e-ktp tapi nik ktp lama, setelah saya mau bikin e-ktp cirebon ternyata tidak bisa di proses, dan harus bikin surat pindah ulang dengan mencamtukan nik e-ktp, setelah saya mengajukan surat pindah ulang yg baru katanya tidak bisa dengan alasan ini itu yg saya sendiri kurang mengerti, mohon bantuannya pak utk masalah saya ini","dinas pemberdayaan masyarakat, desa, kependudukan dan pencatatan sipil","","","",""
